finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
470000027,CLINIQUE ESQUIROL - SAINT-HILAIRE,OQN,TAA,CLI,T3,M3,C4,O2,"        11,5","         0,3","         4,3",                                      .z,                                      .z,"        37,1",         135,"        57,7","        59,9",          80,          12,          10,,           3,         162,          40,          26,,        8685,        6248,        1246,        7515,        6383,         283,           0,           0,           0,         411,        1006,       12076,       15277,        6774,          86,           2,           1,,,           2,          12,           1,,,,,,    39464791,,           0,,           0,,           0,,     1149592,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 161,Cataracte : 2249,Arthroscopie du genou : 272,Hernie enfant : 22,RTU prostate : 251,Hernie adulte y compris cœlioscopie : 456,Cataractes : 2225,"Chirurgies transurétrales, autres : 761",Ligatures veines : 681,Chirurgies majeures orthopédiques (dont hanche et fémur : 488,"Chirurgies main, poignet : 556",Endoscopies digestives avec ou sans anesthésie : 1961,Endoscopies digestives thérapeutiques et anesthésie : sé : 1893,Cathétérismes thérapeutiques vasculaires et coronariens : 994,Cardiologie autres : 1106,Cathéthérismes diagnostiques vasculaires et coronariens : 656,          89,          36,          85,         108,         100,"        83,8","        36,8",          29,"        10,5",           5,"      544,92","       69,91","      433,82","        1,07","        3,96","       36,16",,,,,,,,,,,,,,,,,,,,,,,,,"        1,04","       1,003","       1,071",                                      .z,                                      .z,                                      .z,                                      .z,,,      342441,"       19,58","       91,35","       50,48","        80,2","        73,1",          96,,N. Calc.,86 - [82 - 89],75% - [64% - 84%],73% - [61% - 82%],100% - [100% - 100%],93 - [91 - 95],92% - [82% - 97%],A,,,,          53,"     59756,4","    103476,4","        22,6","         0,8","         2,8",                                      .z,                                      .z,                                      .z
470000076,POLYCLINIQUE DU MARMANDAIS,OQN,TAA,CLI,T1,M1,C1,,"         8,3",           0,"        0,62",                                      .z,                                      .z,           0,,"        43,9",,,,,,,           3,          15,,,           6,         127,           0,         417,        1863,           0,           0,           0,           0,           0,           0,        1500,,         497,           8,,,,,,           3,,,,,     1804664,,     1503018,,           0,,           0,,           0,,           0,,     2193094,,                                      .z,,     -232720,,                                      .z,,     -138537,,     1124417,,      628036,,     -285929,,     -359384,,       73455,,           1,Chirurgie du sein : 0,Cataracte : 891,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 47,Hernie adulte y compris cœlioscopie : 6,Cataractes : 894,actes ORL et stomato divers : 450,Autres chirurgies ophtalmo : 142,Greffes peau / parages hors brûlures : 67,"Amygdalectomies, VG, drains transT : 82",Endoscopies digestives avec ou sans anesthésie : 254,Endoscopies digestives thérapeutiques et anesthésie : sé : 124,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 6",Affections Cavité buccale et dents : 12,"Autres Maladies immunitaires, du Sang, des Organes hémat : 1",,,,,,"        7,69","         0,5","         4,5",           2,,"        20,1","         5,7","        14,4",,,,,"       -21,5",,"        -6,6",,,,,,"       222,4",,"         1,8",,"        81,9",,          86,,"       -59,8",,"       -47,6",,          76,,          79,"       0,717","       0,852",,                                      .z,                                      .z,                                      .z,                                      .z,,,      119110,,,"       93,07","       99,17","        56,6",,,N. Calc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,84 - [82 - 86],N. Conc.,B,B,,C,,"     41731,4","     57520,9",,"         0,2",,                                      .z,                                      .z,                                      .z
470000159,CLINIQUE CALABET,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,        5906,           0,           0,           0,           0,           0,,           0,,,,,,,,,,,,,,     5048808,,      151533,,       51051,,           0,,           0,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,,,,,,"         5,5","         4,5",,,,"        6,96",,"         5,1","        0,26","         1,5","         0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,N. Calc.,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,,,,,                                      .z,                                      .z,                                      .z
470000316,CH AGEN,DGF,TAA,CH,T3,M3,C2,O3,"        17,2","        2,11","        11,2",,,"        39,4","        76,6","        59,1",          68,         261,           3,           6,          12,          24,          79,           9,          20,           2,       12465,        3022,        1127,        2794,        1448,         558,        1294,           0,        8274,        4339,         951,        3821,       22278,        1615,         125,           1,           1,,,,           5,           2,,      827171,   118191128,,    75111004,,     6160304,,      524000,,      309221,,     6923658,,   111161844,,    93170621,,    -1341210,,    -1593646,,     5860647,,    73784811,,    38244415,,    14407161,,    13781442,,      625719,,           1,,Chirurgie du sein : 8,Cataracte : 0,Arthroscopie du genou : 273,Hernie enfant : 1,RTU prostate : 29,Hernie adulte y compris cœlioscopie : 179,Chirurgies majeures orthopédiques (dont hanche et fémur : 517,Chirurgie de la cheville ou du pied : 375,"Chirurgies main, poignet : 382",Trauma crâniens : 323,"Arthroscopies, Biopsies ostéo-articulaires : 323",affections médicales du nouveau né : 1057,Signes et symptômes : 796,AVC : 637,Infections respiratoires : 682,Chimiothérapie hors séances : 1111,          89,          44,          32,           0,          33,"      120,05","       78,43","       10,66","        7,29","         4,1","     1367,34","      141,08","     1032,41","       11,04","       74,08","      108,73","         5,9",,"         4,8",,"         0,6",,"         6,5",,"        56,9",,"         4,4",,"        75,3",,"        56,3",,"        45,3",,"        47,3",,"        69,4",,"        25,9",,"       1,014","       0,945","       0,921","        29,5",          10,          15,"        17,1",,       30355,      295161,"       20,82","       63,21","       32,39","       73,87","        73,1",          74,"         4,1",N. Calc.,86 - [82 - 89],75% - [64% - 84%],94% - [86% - 98%],80% - [70% - 88%],91 - [89 - 93],75% - [60% - 87%],D,B,B,C,          41,"     13564,7","    103067,8","        25,5","         2,8","         4,7","         5,3","         8,1",           0
470000324,CH SAINT CYR VILLENEUVE/LOT,DGF,TAA,CH,T2,M2,C1,O2,          15,"        1,16","       13,35",                                      .z,                                      .z,"        31,7","        83,1","        93,2","        45,2",         139,,          10,,          12,          30,           2,          24,           1,        6275,        1655,        1050,        1878,         445,         411,        1495,           0,           0,        1076,         796,        1816,       16460,         816,         110,           1,           1,,,,           2,           1,,     9974074,    62745875,,    37438715,,     5358369,,      208000,,     2828821,,     1998454,,    61353407,,    47606858,,    -5273851,,    -5434498,,      960146,,    42187916,,    15425460,,     7455668,,     6718640,,      737029,,           1,,Chirurgie du sein : 56,Cataracte : 0,Arthroscopie du genou : 17,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 36,Intervention  peau et tissu sous-cutané : 196,Traumatismes du bassin et des membres : 179,Trauma crâniens : 91,Stimulateurs / défibrillateurs cardiaques : 47,"Occlusions, sub-occlusions digestives : 64",affections médicales du nouveau né : 784,Infections respiratoires : 392,Cardiologie autres : 310,Symptômes digestifs : 383,"Cardiopathies, valvulopathies : 434",          80,          80,           0,         108,         100,"       59,21","       39,52","        9,03",,"        4,28","      636,81","        83,2","      415,37",           4,"        50,7","       83,54","         2,2",,"         1,5",,"       -85,7",,"        16,1",,"        41,2",,"         1,6",,"        75,7",,"        72,9",,          40,,"        44,4",,"       112,2",,"        79,4",,"        1,09","       1,053","       0,894","        28,7","        10,4","        20,4","        14,5",,      548026,      313306,"       21,61","       70,51","       21,19","       20,99","       101,1",          93,"         9,9",N. Calc.,89 - [85 - 92],60% - [48% - 71%],83% - [72% - 90%],45% - [34% - 57%],82 - [80 - 84],82% - [65% - 93%],C,B,A,C,          39,"     21143,6","     52416,4","        27,4",,"         3,7","         6,4",           5,"         0,6"
470000340,CH NERAC,DGF,TAA,CH,T1,M1,C1,,"        18,2","        1,42","       40,17",                                      .z,                                      .z,           0,          92,,,          20,,,,,,,,,         795,          37,           0,          12,           0,           0,           0,           0,           0,           0,           0,           2,,           0,          41,,,,,,,,,,    14526542,,     3207308,,      192781,,           0,,           0,,     1390766,,    13920217,,     3783369,,     -335896,,     -173855,,      186455,,    18391335,,     8819308,,     4246361,,     1436577,,     2809784,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Intervention  peau et tissu sous-cutané : 9,Traumatismes du bassin et des membres : 11,"Occlusions, sub-occlusions digestives : 5",Trauma crâniens : 6,"Bronchites, bronchiolites et asthme : 3",Infections respiratoires : 114,"Autres Maladies immunitaires, du Sang, des Organes hémat : 96","Cardiopathies, valvulopathies : 55","Troubles métaboliques, nutritionnels et obésité : 37",Signes et symptômes : 47,          43,          21,         150,          25,          93,"        1,82","        1,72","         0,1",,,"       92,81","       20,28","       56,03",,           3,"        13,5","         4,2",,"         1,2",,"       -74,9",,"        47,3",,"        51,2",,"         2,9",,"        84,7",,"        33,1",,"        37,7",,"       111,3",,"       120,6",,"        46,3",,"       0,917","       0,848",,"        38,2","         4,4","         5,2","        36,1",,,,,,           0,,,"         0,2",          81,N. Calc.,85 - [83 - 88],48% - [36% - 59%],83% - [72% - 90%],9% - [3% - 17%],N. Conc.,N. Conc.,A,,,,,,        3550,"        16,2",,,,,           0
470000381,CH LA CANDELIE,DGF,TAA,CH,T1,M1,,,           1,           0,"        0,58",                                      .z,                                      .z,           0,"        91,7",,,          10,,,,           3,,,,,         202,           0,           0,         488,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           1,,,,,,,,,,    55899517,,     1035068,,       32000,,       32000,,           0,,    48444682,,    52763530,,     1660017,,     -428395,,     -208395,,     2502097,,    41321791,,    15208910,,     8569299,,      621186,,     7948114,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,Toxicomanies et alcoolisme : 667,"Névroses, psychoses et autres troubles mentaux : 22",,,,           0,           0,          20,           0,         100,"       42,13","        5,86",,,,"      847,66","       93,87","      612,21","       57,45","        5,46","       78,67","         5,6",,"         4,4",,"        59,6",,"         6,1",,"        39,9",,"         3,4",,"        76,6",,"        40,9",,"         4,3",,"        59,3",,"       172,6",,"        37,4",,"       1,604",,,"        21,1","         4,9",           0,"        23,5",,,,,,,,,"         2,8",          75,N. Calc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,C,,,C,,,,"        10,9",,,"         4,5","         5,5",           0
470001660,CH MARMANDE TONNEINS,DGF,TAA,CH,T2,M2,C2,O2,"         9,3","        0,62","       15,06",                                      .z,                                      .z,"        57,5","        80,2","        88,3","        56,1",         114,,           6,,           7,          40,           5,          22,           0,        6293,        2375,        1099,         979,        1029,         219,         301,           0,           0,         305,         842,        2960,       16266,         575,          91,           1,           1,,,,           5,           1,,      429158,    59459281,,    33319894,,     1422685,,      204000,,       65181,,     2927712,,    54515256,,    40118339,,      361369,,      184446,,     4335441,,    51674392,,    26537399,,     6646962,,     5438888,,     1208074,,           1,,Chirurgie du sein : 14,Cataracte : 0,Arthroscopie du genou : 141,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 171,Chirurgies majeures orthopédiques (dont hanche et fémur : 497,Trauma crâniens : 392,Cataractes : 0,"Chirurgies main, poignet : 265","Arthroscopies, Biopsies ostéo-articulaires : 198",affections médicales du nouveau né : 842,Infections respiratoires : 515,"Cardiopathies, valvulopathies : 457",Autres gastroentérites et maladies diverses du tube dige : 314,Cardiologie autres : 398,          20,          60,           0,           0,          33,"       48,41","       28,45","        5,18","        6,36","        3,61","      644,21","       87,19","      444,61","        2,89","       42,46","       67,77","         8,3",,"         7,1",,"        52,7",,"         6,1",,"        55,5",,"         1,4",,"        89,7",,"        40,1",,"        36,4",,"        44,5",,"       113,8",,"        54,9",,"       0,907","       0,948","       0,943","        29,4","         9,2","        21,6",          19,,       27387,      208215,"       21,02","       61,95","       30,23","       63,99","        93,5",          39,"        -3,1",N. Calc.,82 - [79 - 86],80% - [70% - 88%],91% - [83% - 97%],94% - [86% - 98%],99 - [98 - 100],92% - [73% - 99%],A,,,,          36,       15608,"    149063,5","        70,4","         1,7","         5,5","         5,3","        17,4","         0,3"
470016049,POLE DE SANTÉ DU VILLENEUVOIS,DGF,TAA,EBNL,T2,M2,C3,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,Cataractes : 0,Chirurgies majeures orthopédiques (dont hanche et fémur : 0,"Chirurgies main, poignet : 0",actes ORL et stomato divers : 0,"Arthroscopies, Biopsies ostéo-articulaires : 0",Endoscopies digestives avec ou sans anesthésie : 0,Endoscopies digestives thérapeutiques et anesthésie : sé : 0,Autres gastroentérites et maladies diverses du tube dige : 0,Troubles du rythme/conduction : 0,"Cardiopathies, valvulopathies : 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        -3,1",Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,,,
480780097,CH MENDE,DGF,TAA,CH,T2,M2,C2,O2,"         8,2","        0,56","        8,24",                                      .z,                                      .z,"        48,8","        82,2","        41,1",          58,          81,,           6,           6,           2,          98,           9,          15,           2,        5040,        2489,         642,        1946,        2007,         212,         889,           0,           0,         206,         470,        3711,       13568,        1776,         111,           1,           1,,,,           7,           2,,      604132,    46394256,,    30802486,,     3719271,,      144000,,      796901,,     2414051,,    44968255,,    35209575,,    -2205383,,    -2306996,,      607983,,    39107559,,    22243930,,     9061740,,     5373603,,     3688137,,,,Chirurgie du sein : 4,Cataracte : 535,Arthroscopie du genou : 146,Hernie enfant : 0,RTU prostate : 26,Hernie adulte y compris cœlioscopie : 130,Cataractes : 536,Chirurgies majeures orthopédiques (dont hanche et fémur : 359,"Chirurgies main, poignet : 318",Hernies : 175,Trauma crâniens : 198,Endoscopies digestives avec ou sans anesthésie : 830,affections médicales du nouveau né : 481,Infections respiratoires : 418,Autres gastroentérites et maladies diverses du tube dige : 282,Cardiologie autres : 283,,,,,,"       59,06","       30,63","       11,18",           6,           2,"      569,44","       87,52","      417,51","        2,61","       31,05","       30,75","         3,1",,"         1,3",,"      -198,3",,"        36,6",,"        60,4",,"         2,8",,"        83,5",,"        48,9",,"        43,6",,"        73,6",,"       134,6",,"        27,1",,"       0,904","       1,153","       1,091","        29,4","        13,1","        20,9","        11,4",,       49116,      165048,"       18,94","       71,39","       44,64",          75,"       101,4","        17,2","        -3,1",N. Calc.,75 - [71 - 78],80% - [70% - 88%],93% - [84% - 97%],84% - [74% - 91%],95 - [94 - 97],23% - [10% - 40%],D,B,,B,          30,"     16896,5","     76241,8","        39,3",           2,"         6,9","         4,5","        10,4","         0,8"
490000031,CHRU ANGERS,DGF,TAA,CHR,T4,M4,C5,O4,          14,"        4,77","        8,94","         1,1","        1,27","        49,8","        73,5","        94,4","        63,8",         771,          56,          29,          69,          60,         311,          19,         106,          10,       37349,       14150,        4795,       17704,        5929,        1584,        6143,           0,        6150,        4510,        3979,       19112,       60194,        5942,         181,           3,           1,           2,,           2,          28,           3,,     3092161,   443440741,,   327386778,,    54657182,,    40260892,,     4056685,,    13767659,,   413493610,,   382103387,,      281431,,      139725,,    27678780,,   301564995,,   110691269,,    34441098,,    31463731,,     2977366,,           1,,Chirurgie du sein : 97,Cataracte : 1108,Arthroscopie du genou : 303,Hernie enfant : 221,RTU prostate : 146,Hernie adulte y compris cœlioscopie : 425,Chirurgies majeures orthopédiques (dont hanche et fémur : 1221,Cataractes : 1105,Autres chirurgies gynécologiques autres que le sein : 844,"Chirurgies transurétrales, autres : 666",Chirurgies utérus / annexes : 733,affections médicales du nouveau né : 4115,Toxicomanies et alcoolisme : 3202,"Autres Maladies immunitaires, du Sang, des Organes hémat : 1963",Explorations et surveillance pour affections endocrinien : 2303,Signes et symptômes : 1276,          93,          80,          75,          75,         100,"      456,66","      255,37","        57,8","       47,61","       12,43","     4859,24","       528,9","     3383,64","       34,69","      340,23","      571,78","         6,8",,"         6,1",,"        67,8",,           4,,"        45,9",,           7,,"        73,4",,"        52,5",,"        27,8",,"        30,4",,         155,,"        63,2",,"       1,068","       1,032","       1,097","        28,9","         8,3","        16,4","        14,8",,       20688,      287637,"       17,44","       80,52","       29,45","        65,7","       142,1",          89,"         9,7",N. Calc.,68 - [64 - 72],31% - [21% - 43%],89% - [80% - 95%],78% - [67% - 86%],83 - [79 - 87],77% - [64% - 87%],A,B,B,B,          38,"     21985,9",      102523,"        28,4",           1,"         7,5","         5,9","         5,9",           0
490000155,CRLCC,DGF,TAA,CLCC,T2,M2,C2,,"        96,3","        0,77","        5,42","        0,15","        2,81",           0,"        30,7","        28,3",,          97,,           9,,          74,          61,          10,           0,           0,        2826,        1177,           0,        1768,         976,           0,       13509,       42378,           0,           0,           0,        1556,,          73,          20,           2,           2,           4,,,           8,,,      236468,   132175756,,   113582767,,    15198433,,    11461884,,     2221818,,,,   122020961,,   121789830,,     1006332,,     1006332,,    10309305,,   126136550,,    39225725,,     7135929,,      385082,,     6750847,,,,Chirurgie du sein : 610,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Chirurgie pour tumeurs malignes sein : 837,Mise en place d'accès vasculaire : 566,Chirurgie du sein hors TM : 144,Chirurgie inter spécialités : 90,Chirurgies utérus / annexes : 65,Chimiothérapie hors séances : 1635,Explorations et surveillance pour affections du système : 661,Douleurs chroniques : 149,"Autres Maladies immunitaires, du Sang, des Organes hémat : 82",Chimiothérapie non tumorale hors séances : 2,         114,          60,         150,         108,         100,"      117,11","       71,93","       10,58","       11,57","        0,17","      873,26","      208,88","      384,85",           7,"      226,75","       45,78","         7,7",,"         7,4",,"        74,8",,"         3,8",,"        40,2",,"        15,1",,          76,,"        50,8",,"         1,2",,"        21,3",,"       163,4",,"        73,5",,"       0,789","       0,869",,,,,"        18,1",,       10973,      109004,,,"       45,33","       50,08","        44,4",          77,"         1,9",N. Calc.,96 - [94 - 98],57% - [46% - 69%],100% - [100% - 100%],96% - [89% - 99%],97 - [95 - 99],95% - [86% - 99%],A,,,,           0,"     21799,3","    125559,1","        18,5","         0,9",,,,           0
490000262,CLINIQUE SAINT-JOSEPH,OQN,TAA,CLI,T2,M2,C3,,"        19,6","         0,5","        2,59",                                      .z,                                      .z,           0,"        72,2","        61,9",,          70,           8,          10,,,          47,          28,,,        4313,        2009,           0,        3442,        2706,           0,        1137,           0,           0,         137,           0,        3637,,        3474,          37,           1,           1,,,           1,          10,,,,,    21633657,,    17947865,,           0,,           0,,           0,,      517650,,    20413577,,                                      .z,,      813005,,                                      .z,,     1145652,,     8698181,,     1831006,,     2505667,,      127935,,     2378893,,           1,Chirurgie du sein : 6,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 15,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 152,actes ORL et stomato divers : 989,Ligatures veines : 906,Cataractes : 0,Autres chirurgies vasculaires : 364,Stimulateurs / défibrillateurs cardiaques : 330,Endoscopies digestives avec ou sans anesthésie : 1660,Endoscopies digestives thérapeutiques et anesthésie : sé : 1219,Cathétérismes thérapeutiques vasculaires et coronariens : 704,Cathéthérismes diagnostiques vasculaires et coronariens : 695,Cathétérismes thérapeutiques vasculaires et coronariens : 441,          11,          20,          20,          25,           0,"        43,6","        28,6",          10,           5,,"      161,49","       19,06","      133,93","         0,5",           3,           5,,"         5,6",,"         5,2",,         100,,"         1,6",,"        36,1",,,,"        77,9",,"        11,3",,"         2,3",,"        44,8",,          52,,"        39,8","        1,04","       0,973",,                                      .z,                                      .z,                                      .z,                                      .z,,,      154406,,,"       57,54","       85,82","        44,2",          19,,N. Calc.,80 - [76 - 84],50% - [39% - 61%],95% - [88% - 99%],100% - [100% - 100%],98 - [97 - 99],92% - [82% - 98%],A,B,A,A,,       83383,"    112714,7","        32,5",,,                                      .z,                                      .z,                                      .z
490000676,CH CHOLET,DGF,TAA,CH,T3,M3,C3,O4,"         9,8","         0,8","        11,5",                                      .z,                                      .z,"        63,8","        79,7","        87,9","        60,2",         292,           9,           4,           8,          31,          92,          19,          50,           5,       14933,        4684,        2365,        4406,        2737,         575,        2493,           0,        6787,         942,        2027,        6962,       40614,        3678,         129,           1,           1,,,,           9,           2,,     1479655,   137241572,,    85500766,,     3385559,,      846624,,      845363,,    21418220,,   128427932,,   100016761,,    -1674171,,    -1574963,,     6555211,,   103788710,,    57016419,,    10993449,,     5031003,,     5962446,,           1,,Chirurgie du sein : 95,Cataracte : 363,Arthroscopie du genou : 132,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 221,Chirurgies majeures orthopédiques (dont hanche et fémur : 648,"Amygdalectomies, VG, drains transT : 281","Chirurgies main, poignet : 476",Chirurgies utérus / annexes : 347,Hernies : 262,affections médicales du nouveau né : 2105,Signes et symptômes : 1063,Endoscopies digestives thérapeutiques et anesthésie : sé : 618,Endoscopies digestives avec ou sans anesthésie : 886,Infections respiratoires : 777,          75,          37,           0,           0,           0,"      152,57","       73,33","       19,07","       17,05","        9,18","     1697,83","      209,11","     1192,32","       31,09","       86,36","      178,95","         6,4",,"         4,7",,"        41,7",,"         8,7",,"        64,5",,"         9,6",,"        81,7",,"        52,1",,"        14,3",,"        31,2",,"       101,6",,"        55,2",,"       1,039","       1,034","       1,001","        31,5","        11,2","        18,7","        15,5",,       45167,      256608,"       17,66","       59,02","       36,88","       66,35","        65,5",          62,"         4,6",N. Calc.,83 - [80 - 86],64% - [52% - 74%],86% - [77% - 93%],84% - [74% - 91%],88 - [85 - 91],47% - [34% - 60%],B,A,B,C,          44,"     13763,6",       90799,"        28,2","         1,5",           4,,"         8,5",           0
490000700,HÔPITAL SAINT-JOSEPH,DGF,TAA,EBNL,T1,M1,C0,,"        33,6","        4,38","       65,69",                                      .z,                                      .z,           0,"        61,5",,,           8,,,,,,,,,         133,           4,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          18,,,,,,,,,,     2545219,,      871167,,      120607,,           0,,      120607,,     1152567,,     2188147,,      733345,,      105319,,      105319,,      294808,,    10869058,,     1621166,,      731301,,      266735,,      464566,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,"Occlusions, sub-occlusions digestives : 0",Intervention  peau et tissu sous-cutané : 0,Traumatismes du bassin et des membres : 3,,,Signes et symptômes : 32,Soins palliatifs : 22,"Cardiopathies, valvulopathies : 1",Infections respiratoires : 7,"Névroses, psychoses et autres troubles mentaux : 12",          16,          33,         150,          25,          53,"         1,5","         1,5",,,,"        28,8","        5,77","        19,7",,,"        3,33",          14,,"        11,6",,"        66,3",,"         5,5",,"        54,6",,"         3,1",,"        63,5",,"        37,4",,"        44,5",,         122,,"       224,3",,"        11,9",,"       1,004","       0,693",,          35,           0,           0,"        28,1",,,,,,           0,,,          51,"         0,9",N. Calc.,84 - [80 - 88],46% - [26% - 67%],90% - [77% - 97%],100% - [100% - 100%],N. Conc.,N. Conc.,C,,,B,,,,"        21,5",,,,,
490002037,SA POLYCLINIQUE DU PARC,OQN,TAA,CLI,T3,M2,C3,O3,"        14,4","        0,27","        4,19",                                      .z,                                      .z,           0,"        72,6","        55,2","        30,4",          50,,           8,,,         115,          19,          50,           0,        4243,        5463,        1237,        3523,        6060,          97,        2683,           0,           0,         171,        1081,       10437,,        4929,          65,,,,,,          14,           1,,,,,,    23330589,,       54214,,           0,,       13164,,           0,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 117,Cataracte : 1963,Arthroscopie du genou : 394,Hernie enfant : 60,RTU prostate : 233,Hernie adulte y compris cœlioscopie : 437,Cataractes : 1964,actes ORL et stomato divers : 1109,"Amygdalectomies, VG, drains transT : 1085","Chirurgies transurétrales, autres : 797","Arthroscopies, Biopsies ostéo-articulaires : 403",Endoscopies digestives avec ou sans anesthésie : 1747,Endoscopies digestives thérapeutiques et anesthésie : sé : 930,affections médicales du nouveau né : 1064,Symptômes digestifs : 317,"Infections reins et voies urinaires, lithiases : 272",          60,          60,          68,          50,          67,          61,          23,          25,           8,           4,"      345,12","       39,65","      292,86","         0,9","         2,6","        9,11",,,,,,,,,,,,,,,,,,,,,,,,,"       0,908","       0,927","       1,018",                                      .z,                                      .z,                                      .z,                                      .z,,,      251472,"       18,78","       29,38","       52,53","       70,69","       145,1",          75,,N. Calc.,57 - [54 - 61],29% - [19% - 40%],98% - [91% - 99%],98% - [91% - 99%],89 - [88 - 91],95% - [86% - 99%],C,,,,          69,"    113680,4","    104446,4","        73,9",,"         2,9",                                      .z,                                      .z,                                      .z
