finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5
590780193,CHRU DE LILLE,DGF,TAA,CHR,T5,M5,C5,O5,                                      .c,"         8,1","        6,55",,,"        29,1","        72,9","        86,6","        64,7","         5,3",,"         4,3",,"        65,1",,"         4,7",,"        44,3",,"         5,5",,"        70,5",,          59,,"        36,9",,          26,,"       234,2",,"        56,3",,"       0,917","       0,972","       1,107","        23,3","         6,8","        16,6","        19,9",     4498384,,      204282,"       14,98",          86,"       23,52","       41,28","        61,2",,"        13,1",          35,"     17729,8","    106308,5","        19,8","         1,4","         4,5",,,           0,90,66 ± 4,40% ± 11%,74% ± 10%,34% ± 10%,68 ± 4,,,,,,        1021,         127,          56,         146,         187,         809,          68,         143,          35,       53850,       29764,        6382,       36314,        9159,        3909,        8881,           0,       16154,       12967,        5167,       36342,       70992,       11322,         206,Chirurgie du sein : 145,Cataracte : 1470,Arthroscopie du genou : 424,Hernie enfant : 306,RTU prostate : 110,Hernie adulte y compris cœlioscopie : 384,affections médicales du nouveau né : 5271,Signes et symptômes : 5722,"Affections respiratoires, autres : 3047",Cardiologie autres : 2905,Toxicomanies et alcoolisme : 974,Chirurgies majeures orthopédiques (dont hanche et fémur : 1656,Autres chirurgies ORL : 1514,Chirurgie inter spécialités : 1706,Cataractes : 1403,Autres chirurgies gynécologiques autres que le sein : 1295,           5,           5,           1,           3,,          87,           3,   188932135,,   883135539,,   656573590,,   174113516,,    74459763,,    21981463,,    44574455,,   836198470,,   712847319,,      556313,,    -3058334,,    38598472,,   524416641,,   180601948,,    59648308,,    84423823,,   -24775515,,"      0,9979",,"      906,57","       409,4","      122,74","      112,58","       26,75","     9990,71","     1205,26","     6361,58","       83,06","      736,37","     1604,44",,,,,
590780227,HÔPITAL DE SECLIN,DGF,TAA,CH,T3,M2,C3,O4,                                      .c,"         0,4","        7,85",                                      .z,                                      .z,"        64,7","        96,5","        54,7",          76,"        15,1",,"        10,5",,"        77,7",,"         4,5",,          54,,"        15,9",,          82,,"        37,5",,"        64,4",,"        71,6",,"       186,3",,"        57,1",,"       0,952","       1,117","        0,97","        30,8","        11,9","        14,5","        17,5",,,      188031,"       16,51","       84,89","        29,7","       63,11","        47,4","        18,2","        13,1",          68,"     17370,6","     62551,9","        19,6","         1,6",           3,,,"         2,9",94,66 ± 3,40% ± 11%,21% ± 9%,44% ± 11%,69 ± 4,,,,,,         125,,,,          17,          73,          11,          37,           2,        8864,        2712,        2259,        2421,        1146,         711,         355,           0,           0,         262,        1950,        3163,       24190,        2067,          92,Chirurgie du sein : 2,Cataracte : 0,Arthroscopie du genou : 36,Hernie enfant : 3,RTU prostate : 44,Hernie adulte y compris cœlioscopie : 109,affections médicales du nouveau né : 1957,Endoscopies digestives avec ou sans anesthésie : 481,Symptômes digestifs : 720,Autres gastroentérites et maladies diverses du tube dige : 553,Infections respiratoires : 512,actes ORL et stomato divers : 558,"Chirurgies transurétrales, autres : 180","Amygdalectomies, VG, drains transT : 197",Trauma crâniens : 178,Hernies : 181,           1,,,,,           5,           1,    14193013,,    74382923,,    43638918,,     4343501,,           0,,     2367713,,     5481148,,    63119164,,    48286436,,       27480,,     -334842,,     8719283,,    88717379,,    39652364,,    12388574,,    11130788,,     1257786,,"      0,9907",,"       70,84","        37,7","       11,07","         5,4","         7,2","       915,3","       100,6","      666,54","        5,58",          42,"      100,58",,,,,
590780250,CLINIQUE LILLE-SUD,OQN,TAA,CLI,T3,M1,C4,,                                      .c,"        0,03","        0,39",                                      .z,                                      .z,"        18,2",,"        39,5",,,"        11,1",,"         8,3",,"        41,4",,"         4,5",,          38,,"       -12,2",,"        51,3",,"        75,8",,"        11,1",,"        11,7",,"        37,1",,          70,"       0,793","       0,725","       0,597",                                      .z,                                      .z,                                      .z,                                      .z,,,      538990,,,"       75,75","       87,19","       205,8",,,,      753190,"    575335,9","         7,3",,,                                      .z,                                      .z,                                      .z,90,75 ± 2,6% ± 5%,96% ± 4%,99% ± 2%,69 ± 4,,,,,,,,,,,          70,          27,,,         147,        3906,           1,        2621,       12218,           8,           0,           0,           0,           0,           0,       14669,,          55,          20,Chirurgie du sein : 11,Cataracte : 0,Arthroscopie du genou : 312,Hernie enfant : 4,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 234,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 2187","Endoscopies ORL, avec ou sans anesthésie : 12","Endoscopies génito-urinaires, avec ou sans anesthésie : 25",Affections Cavité buccale et dents : 27,Médecine inter spécialités : 43,"Chirurgies main, poignet : 6180",Chirurgie de la cheville ou du pied : 1894,Greffes peau / parages hors brûlures : 736,Ablations matériel : 1065,Chirurgie des tissus mous : 1079,,,,,,           8,,,,,    15176485,,    11988608,,      542327,,           0,,      482196,,           0,,    13489468,,                                      .z,,      734677,,                                      .z,,     1274359,,    17984027,,     5684266,,      434028,,      410896,,       23135,,"      0,9848","        15,8","         4,8","         5,4","         1,6",,"      112,77","        20,5","       87,67",,"         1,6",           3,,,,,
590780268,POLYCLINIQUE DU BOIS,OQN,TAA,CLI,T3,M3,C4,O4,                                      .c,"        3,65","        3,89",                                      .z,                                      .z,           0,"        79,7","        73,6",           0,,"         5,3",,"         5,6",,"        82,9",,"         5,8",,"        58,6",,"        20,4",,"        66,6",,"        44,7",,"        57,3",,"        38,1",,"        28,2",,          12,"       0,899","       0,868","       1,368",                                      .z,                                      .z,                                      .z,                                      .z,,,      223235,,,"       38,08","       67,07","       123,3",,,           0,"     77469,9","    158517,6","        17,2","         0,1",           4,                                      .z,                                      .z,                                      .z,92,41 ± 4,6% ± 5%,89% ± 7%,93% ± 6%,72 ± 7,,,,,,          74,          18,          16,          10,           9,         128,          14,          65,,        4846,        6133,           1,        3783,        3690,           0,        5650,           0,       17323,         116,           0,        8571,,        4207,          67,Chirurgie du sein : 156,Cataracte : 0,Arthroscopie du genou : 375,Hernie enfant : 3,RTU prostate : 62,Hernie adulte y compris cœlioscopie : 376,Endoscopies digestives avec ou sans anesthésie : 2004,affections médicales du nouveau né : 0,Endoscopies digestives thérapeutiques et anesthésie : sé : 862,Cathéthérismes diagnostiques vasculaires et coronariens : 945,Cathétérismes thérapeutiques vasculaires et coronariens : 755,actes ORL et stomato divers : 1032,Autres chirurgies gynécologiques autres que le sein : 1011,Chirurgies rachis/moelle : 1084,"Amygdalectomies, VG, drains transT : 350",Ligatures veines : 310,           1,           1,           1,           1,,          18,           2,,,,    57330030,,    48998045,,      551475,,           0,,      430741,,,,    54293385,,                                      .z,,     1425980,,                                      .z,,     3381623,,    42129090,,    19691685,,     5662880,,     8516964,,    -2854082,,"      1,0105","       70,84",          30,"        18,8","        12,4",           5,"      566,13","       31,15","      459,04","         2,2","         7,8","       65,94",,,,,
590780284,CH ST PHILIBERT,DGF,TAA,EBNL,T3,M3,C3,,                                      .c,"        2,14","        8,65",,,"        52,8","       118,7","       135,9",,"         8,8",,"         6,8",,"        19,3",,           6,,"        68,1",,           6,,"        82,3",,,,"         4,2",,"        14,6",,"       606,7",,"        79,7",,"       0,827","        0,97","        0,93","        25,8","        13,6","        12,3","        14,8",      907472,,,"       16,84","       78,12","       29,36","       55,72",,,,,,,"        17,7",           1,,,,"         0,1",,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,         203,           8,,          12,          21,          84,,,,,,,,,,,,,,,,       55525,,         144,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,Explorations et surveillance pour affections endocrinien : 587,Explorations nocturnes et apparentées : 532,Cathéthérismes diagnostiques vasculaires et coronariens : 641,Infections respiratoires : 1150,AVC : 731,Chirurgies majeures orthopédiques (dont hanche et fémur : 607,Stimulateurs / défibrillateurs cardiaques : 385,Ligatures veines : 292,"Chirurgies transurétrales, autres : 221",Chirurgies rachis/moelle : 183,           1,           1,,           1,,          10,,    29982887,,   174741423,,,,    22703666,,     7514185,,     7917963,,     8832399,,   159338239,,   149894844,,     2333790,,     2323861,,    11975975,,   130485157,,    72113134,,     6366226,,     1839887,,     4526339,,,,"      110,23","       62,26","       18,89",          12,,"      831,53","      166,28","      545,21","        7,96","       55,48","        56,6",,,,,
590780342,CLINIQUE AMBROISE PARE,OQN,TAA,CLI,T1,M1,C3,,                                      .c,"        0,28","        0,01",                                      .z,                                      .z,           0,"        27,6","        26,6",,,,,,,,,,,,,,,,,,,,,,,,,,"       0,582","       0,752",,                                      .z,                                      .z,                                      .z,                                      .z,,,      216391,,,"       80,09","       84,22","        86,4",,,,"     95517,6","    135213,8","        13,1",,,                                      .z,                                      .z,                                      .z,89,64 ± 4,13% ± 7%,95% ± 5%,93% ± 6%,68 ± 5,,,,,,          10,,,,           0,          14,          21,,,         663,         992,           0,        5619,        3990,           0,           0,           0,           0,          44,           0,        4729,,        6181,           7,Chirurgie du sein : 0,Cataracte : 2860,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Affections oeil : 26,"Varices avec acte autre que ligature et éveinage, en amb : 6",Affections Cavité buccale et dents : 17,Médecine inter spécialités : 10,actes ORL et stomato divers : 12,Cataractes : 2837,Autres chirurgies ophtalmo : 477,Chirurgies ophtalmo lourdes : 305,actes ORL et stomato divers : 243,Ligatures veines : 354,,,,,,           5,,,,,,,     6923408,,        6648,,           0,,        6648,,           0,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"       1,002","        18,6","         8,8","         5,6","         3,4",,"       67,38","       15,15","       42,14",,"        6,09",           4,,,,,
590780383,POLYCLINIQUE DE LA LOUVIERE,OQN,TAA,CLI,T3,M3,C4,,                                      .c,"        0,28","        3,41",                                      .z,                                      .z,"         0,7","       211,4","        64,7",,,"         8,4",,"         6,8",,          66,,"         1,1",,          22,,           1,,"        62,1",,          37,,"       -13,4",,"        -2,5",,"        22,6",,"        49,5","       1,145","       0,905","       0,728",                                      .z,                                      .z,                                      .z,                                      .z,,,      289275,,,"       48,14","       77,48","       108,1",,,           0,"     95190,1",       86881,"        17,9",,,                                      .z,                                      .z,                                      .z,93,49 ± 3,9% ± 6%,89% ± 7%,98% ± 3%,88 ± 3,,,,,,          92,          16,          12,,          11,         155,          30,,,       10666,        7332,           5,        5113,        7080,           1,        2478,           0,          46,         615,           0,       12379,,        6729,          56,Chirurgie du sein : 96,Cataracte : 2216,Arthroscopie du genou : 987,Hernie enfant : 3,RTU prostate : 211,Hernie adulte y compris cœlioscopie : 329,Endoscopies digestives avec ou sans anesthésie : 2785,Explorations nocturnes et apparentées : 1514,Endoscopies digestives thérapeutiques et anesthésie : sé : 1212,Cathéthérismes diagnostiques vasculaires et coronariens : 984,Cathétérismes thérapeutiques vasculaires et coronariens : 721,Cataractes : 2189,actes ORL et stomato divers : 2009,"Arthroscopies, Biopsies ostéo-articulaires : 970",Chirurgies ophtalmo lourdes : 272,"Amygdalectomies, VG, drains transT : 900",,,,           1,,          15,,     2897602,,,    49095875,,    45501000,,      503357,,           0,,      406964,,      249014,,    44985460,,                                      .z,,     1068540,,                                      .z,,     3462142,,    26485754,,     3750199,,     -305781,,    -1652421,,     1346639,,"      1,0127","        99,3",          47,"        35,7",          13,"         1,6","       482,3",          72,"       378,1","         0,3","        21,4","        10,5",,,,,
590781415,CH DE DUNKERQUE,DGF,TAA,CH,T3,M3,C2,,                                      .c,"        1,74","        8,03",,,"        70,7","        71,2","        99,9",          50,"         7,2",,"         6,4",,"        84,3",,"         2,5",,"        33,3",,"         6,4",,"        75,8",,"        58,4",,"        20,6",,"        49,8",,"       237,6",,"        61,6",,"       0,936","       1,012","       0,928","        28,8","        11,6","        10,4","        25,3",      664954,,,"       18,55","       56,44","       31,05","       62,71",,"         7,6",,          18,"     18084,2",,"        17,1",,,,,           0,93,57 ± 5,49% ± 11%,29% ± 10%,64% ± 11%,69 ± 4,,,,,,         286,          10,           4,          13,          25,           0,           0,           0,           0,       13491,        2810,         499,        5081,        1266,         412,        3050,           1,       14625,        1662,         372,        3296,"     30733,5",        2143,         137,Chirurgie du sein : 20,Cataracte : 341,Arthroscopie du genou : 20,Hernie enfant : 2,RTU prostate : 19,Hernie adulte y compris cœlioscopie : 52,Signes et symptômes : 1097,Toxicomanies et alcoolisme : 774,Explorations nocturnes et apparentées : 52,"Cardiopathies, valvulopathies : 673",Symptômes digestifs : 815,Trauma crâniens : 347,Intervention  peau et tissu sous-cutané : 195,Traumatismes du bassin et des membres : 244,Chirurgie inter spécialités : 203,Stimulateurs / défibrillateurs cardiaques : 129,           1,           1,,,,,           2,    23406380,,   137413815,,    80176865,,     8978107,,      236143,,     2544914,,     2130818,,   127480267,,    90040086,,      431789,,     -369321,,     9041351,,    84395199,,    22453550,,    17385324,,     7182073,,    10203250,,"      1,0045",,"       98,52","       82,12",,,,"     1733,66","      203,75","     1198,26","         7,5","        90,8","      233,35",,,,,
590781571,CLINIQUE DU CAMBRESIS,OQN,TAA,CLI,T1,M1,C2,,                                      .c,           0,"        1,54",                                      .z,                                      .z,           0,,"        71,2",,,           8,,"         5,5",,"        45,7",,"         1,6",,"        32,4",,          11,,"        87,7",,"        30,5",,"       -46,6",,"       -28,7",,"        17,3",,"        92,3","       0,804","        0,88","       0,954",                                      .z,                                      .z,                                      .z,                                      .z,,,,,,"       45,12","       70,77","       120,4",,,,"    209990,5","    227452,1",,,,                                      .z,                                      .z,                                      .z,86,70 ± 2,13% ± 7%,91% ± 6%,86% ± 8%,48 ± 3,,,,,,,,,,,          42,           7,,,          89,        2255,           1,          18,        1854,           1,           0,           0,           0,           0,           0,        3882,,          12,          22,Chirurgie du sein : 7,Cataracte : 361,Arthroscopie du genou : 470,Hernie enfant : 3,RTU prostate : 4,Hernie adulte y compris cœlioscopie : 166,Médecine inter spécialités : 30,Autres affections rhumatologiques : 39,Maladies osseuses et arthropathies : 7,"Autres affections reins, voies urinaires : 1","Autres séj. sans acte, avec anesthésie, en ambulatoire : 2",Chirurgies majeures orthopédiques (dont hanche et fémur : 711,Ligatures veines : 447,"Arthroscopies, Biopsies ostéo-articulaires : 581",Cataractes : 361,"Chirurgies main, poignet : 427",,,,,,,,,,,     7860019,,     6766652,,           0,,           0,,           0,,,,     7233930,,                                      .z,,      262972,,                                      .z,,      436714,,     3604818,,      687457,,     -569538,,     -923249,,      353712,,"      0,9817","         9,8","         1,8","         4,8",           2,,"       54,21",          11,"       39,05",,           2,"        2,16",,,,,
590781605,CH DE CAMBRAI,DGF,TAA,CH,T3,M3,C2,O2,                                      .c,"        0,85","       10,91",                                      .z,                                      .z,"        22,8","        79,5","        76,6","        50,9","        11,2",,           7,,"        51,6",,"        12,7",,"        58,2",,"        41,7",,          59,,"        21,9",,"        27,4",,"       116,5",,         180,,"        61,7",,"        0,97","       1,079","        1,01","        25,1","         8,5","        15,8","        19,4",      956072,,      109887,"       16,88","       59,38","       26,52","        39,3","        66,4",,"        24,6",          42,"     14017,9","     79513,4","        14,9","         1,9","         2,5",,,"         0,8",98,82 ± 3,54% ± 11%,65% ± 10%,61% ± 11%,76 ± 3,,,,,,         175,           6,          10,           8,          16,          66,           6,          21,           6,        9141,        2427,         851,        3654,         876,         598,         130,           0,        6655,         609,         616,        2302,       13967,        1499,         113,Chirurgie du sein : 1,Cataracte : 108,Arthroscopie du genou : 15,Hernie enfant : 3,RTU prostate : 4,Hernie adulte y compris cœlioscopie : 79,Infections respiratoires : 667,Autres gastroentérites et maladies diverses du tube dige : 665,"Névroses, psychoses et autres troubles mentaux : 658","Iatrogénie, intox médicamenteuses et chimiques : 628",affections médicales du nouveau né : 615,actes ORL et stomato divers : 166,Trauma crâniens : 224,Cataractes : 110,Chirurgie du membre supérieur (hors prothèses) : 184,Traumatismes du bassin et des membres : 196,           2,           2,,,,           7,           1,    15583979,,    96757613,,    55296259,,     9984587,,           0,,     6782177,,    15274550,,    85902844,,    58449166,,     -219057,,     -999043,,     7003563,,   163791886,,    88643613,,    27407035,,     6449162,,    20957874,,           1,,"       84,25","       47,35","         7,1","         5,1","         4,2","     1266,75","      146,67","      942,13","       15,51","       42,23","      120,21",,,,,
590781621,CH DE LE CATEAU,DGF,TAA,CH,T1,M2,C1,O2,                                      .c,"        0,59","       11,29",                                      .z,                                      .z,"         8,4","        85,7",,"        56,2","        15,8",,"        11,6",,"        79,2",,"         8,8",,"        63,3",,"         2,1",,          77,,"        21,4",,"        75,6",,"       161,4",,         208,,"        38,2",,"       0,907","       0,942","       1,005",          28,"        16,2","         4,8","        21,6",,,,"       18,95","       62,37","       29,11",,,,          11,          38,"      2588,9",,"        16,4","         0,4","         2,2",,,"         2,7",96,65 ± 5,24% ± 9%,83% ± 10%,21% ± 9%,78 ± 4,,,,,,          41,,           6,,,,,          15,,        2474,         151,         686,         511,          62,         180,           0,           0,           0,           0,         459,         220,        8678,         109,          43,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Toxicomanies et alcoolisme : 608,affections médicales du nouveau né : 444,Symptômes digestifs : 89,Signes et symptômes : 84,Infections respiratoires : 139,Trauma crâniens : 79,Intervention  peau et tissu sous-cutané : 55,"Occlusions, sub-occlusions digestives : 18",Pathologies ORL et Stomato autres : 12,Traumatismes du bassin et des membres : 28,,,,,,,           1,,,    21350786,,    10844078,,     1896851,,           0,,     1564798,,     3135388,,    17982396,,    11634946,,       73497,,       -2365,,     2585371,,    39474733,,    22720998,,     7952350,,     3722674,,     4229677,,"      1,0198",,"       27,67","       19,17",,"        3,63","         3,7","      260,69","       33,46","      179,01","        4,06","        3,86","        40,3",,,,,
590781662,CH DE FOURMIES,DGF,TAA,CH,T2,M2,C1,O3,                                      .c,"        0,55","        6,97",                                      .z,                                      .z,"        38,1","        81,3","        92,6","        81,3","         5,6",,           4,,"        27,4",,"        11,8",,"        66,3",,"         6,2",,"        75,1",,"        55,3",,"        29,7",,"       123,8",,"       263,6",,"        51,5",,"       0,954","        0,97","       0,948","        23,7","        12,5","        19,2","        16,5",      970779,,,"       18,56","       70,68","       25,18","       41,77",,,"        11,6",          51,"     20283,7","     65258,6",          29,"         1,4","         6,1",,,"         1,4",90,72 ± 4,53% ± 11%,59% ± 11%,79% ± 9%,75 ± 3,,,,,,          66,,,,,          25,,          28,,        4118,        1147,        1424,         775,         386,         173,           0,           0,        3560,          27,        1164,        1310,        8831,         671,          95,Chirurgie du sein : 6,Cataracte : 0,Arthroscopie du genou : 3,Hernie enfant : 1,RTU prostate : 13,Hernie adulte y compris cœlioscopie : 35,affections médicales du nouveau né : 1132,Infections respiratoires : 188,Cardiologie autres : 142,Symptômes digestifs : 205,"Cardiopathies, valvulopathies : 178","Chirurgies transurétrales, autres : 24",Chirurgies utérus / annexes : 147,Traumatismes du bassin et des membres : 182,Chirurgie du membre supérieur (hors prothèses) : 111,Chirurgies majeures orthopédiques (dont hanche et fémur : 88,           1,,,,,,           1,     4853894,,    32444882,,    20429161,,     2001503,,           0,,      469932,,     3225200,,    30626289,,    24152270,,     -325510,,     -313625,,     1323075,,    28572114,,    15614696,,    10384819,,     2491993,,     7892825,,"      0,9726",,"        42,2","        27,2",           5,"         2,2","         3,2","      427,57","        52,9","      313,32",           1,"        15,8","       44,55",,,,,
590781670,CH LE QUESNOY,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        1,03","       31,36",                                      .z,                                      .z,           0,"       123,4",,,"        15,3",,"        18,7",,"        66,1",,"         7,8",,"        51,4",,"         7,7",,"        72,4",,"        28,2",,"        37,4",,"       207,2",,"       104,1",,"        48,2",,"       0,979",           1,,"        29,6","         7,3","         4,7","        23,6",,,,,,"        4,55",,,,          24,           0,,           0,"        38,4",,           5,,,           0,92,58 ± 4,56% ± 11%,54% ± 11%,16% ± 8%,N. Conc.,,,,,,          30,,,,,,,,,        1279,          21,           0,         252,           1,           0,           0,           0,           0,          40,           0,           0,,          36,          30,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Troubles mentaux d'origine organique et retards mentaux : 375,"Névroses, psychoses et autres troubles mentaux : 122",Infections respiratoires : 96,"Cardiopathies, valvulopathies : 84",Signes et symptômes : 110,Intervention  peau et tissu sous-cutané : 5,Traumatismes du bassin et des membres : 10,"Occlusions, sub-occlusions digestives : 2","Bronchites, bronchiolites et asthme : 0",Trauma crâniens : 4,,,,,,,,,,    16761657,,     7121172,,     1502810,,           0,,     1265391,,     7583658,,    14205332,,     6630146,,      676249,,      510222,,     3513161,,    56009065,,    27533150,,     8063930,,     1453635,,     6610295,,"      0,9726",,"        18,2","       15,25","         0,6",,"         0,1","      503,79","        45,2","      389,98","         3,5",           8,"       57,11",,,,,
590781795,CH D'AVESNES,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        2,39","       35,22",                                      .z,                                      .z,           0,"        80,5",,,"         5,1",,"         4,1",,          75,,           1,,"         3,5",,"         6,8",,"        68,9",,"        46,1",,"        19,5",,"       238,7",,"       160,5",,"        44,5",,"       1,267","       1,275",,"        37,1","         8,3","         5,6","        32,6",,,,,,"        3,03",,,"         1,4",,           0,,,"        24,2",,,,,"         4,9",87,60 ± 4,45% ± 11%,56% ± 11%,0% ± 0%,N. Conc.,,,,,,          57,,,,,,,,,        1294,          32,           0,          13,           1,           0,           0,           0,           0,           2,           0,           0,,          23,          44,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Toxicomanies et alcoolisme : 23,Troubles mentaux d'origine organique et retards mentaux : 118,Infections respiratoires : 150,"Névroses, psychoses et autres troubles mentaux : 92",Signes et symptômes : 65,Traumatismes du bassin et des membres : 13,Intervention  peau et tissu sous-cutané : 7,"Bronchites, bronchiolites et asthme : 2","Occlusions, sub-occlusions digestives : 8",Ostéomyélites aigües (y compris vertébrales) et arthrite : 2,,,,,,,,,,    18070499,,     5692569,,      459923,,           0,,        9813,,     6165879,,    17150248,,     6035486,,      212075,,       89652,,      766878,,    23690808,,      762718,,    11217521,,      915239,,    10302282,,"      1,0279",,"       17,15","       16,15",,,,"       358,6","       43,35","      253,05","         4,2",           5,          53,,,,,
590781803,CH SAMBRE-AVESNOIS,DGF,TAA,CH,T3,M3,C2,O3,                                      .c,"        0,92","        6,69",                                      .z,                                      .z,"        65,6","        76,1","        79,6","        49,8",           7,,"         6,9",,"        79,9",,"         2,1",,"        24,7",,"         6,9",,"        79,1",,"        53,3",,"        30,3",,"        57,8",,"       198,1",,"        71,7",,"       0,955","       1,163","       1,137","        26,8","        10,4","        16,4","        20,9",     1093629,,      182135,"       18,03","       65,85","       26,33","       60,94","       145,5",,"        46,2",          39,"     15394,4",      111158,"        14,5","         1,7","         4,1",,,"         0,2",99,68 ± 4,45% ± 11%,53% ± 11%,36% ± 11%,56 ± 3,,,,,,         195,          20,,          10,           6,          63,           3,          39,           1,       10135,        2686,        1369,        4826,         960,         565,         299,           0,        7182,         747,        1048,        2681,       31856,        1278,         105,Chirurgie du sein : 2,Cataracte : 0,Arthroscopie du genou : 74,Hernie enfant : 4,RTU prostate : 7,Hernie adulte y compris cœlioscopie : 100,affections médicales du nouveau né : 1121,Cardiologie autres : 935,Infections respiratoires : 764,Toxicomanies et alcoolisme : 585,Autres gastroentérites et maladies diverses du tube dige : 515,Trauma crâniens : 510,actes ORL et stomato divers : 195,Chirurgies majeures orthopédiques (dont hanche et fémur : 233,"Chirurgies main, poignet : 241",Chirurgie du membre supérieur (hors prothèses) : 223,           1,           1,,,,           5,           2,    20122773,,    93035728,,    57927708,,     9387912,,           0,,     3247327,,    15497356,,    86502277,,    66082668,,     1008140,,      925979,,     6640158,,    69445087,,    14186231,,    13691620,,     7173917,,     6517703,,"      0,9836",,"      107,35","       64,95","         6,1","         5,6","         5,3","     1233,22","      153,28","      900,79","       13,18","       57,83","      108,14",,,,,
590781811,CH FELLERIES LIESSIES,DGF,TAA,CH,T1,M1,,,                                      .c,,,                                      .z,                                      .z,,,,,"         7,9",,"         5,8",,"        25,8",,"         5,3",,"        45,7",,"         0,8",,"        85,1",,"        42,2",,"        -3,4",,"       -29,4",,         130,,"       153,7",,,,,,,,"        30,7",,,,,,,,,,,,,,"        30,6",,,,,           4,,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,Toxicomanies et alcoolisme : 0,,,,,,,,,,,,,,,,,,,    20779040,,,,           0,,,,,,    15830692,,    19131835,,           0,,     -233680,,     -306285,,     1264959,,    19167703,,     6723958,,    -1540544,,     -179775,,    -1360769,,,,"       11,95","        10,7",,,,"      371,32","       29,84","       267,5","        7,71","        2,41","       63,86",,,,,
