finess,zone,A1bis,A2bis,A3bis,A4bis,A5bis
540000361,44,"         0,4","         0,6",,"         1,4",
540000395,44,"         0,2",           0,,,
540000445,44,"         0,6","         0,3",,"         0,7",
540000452,44,"         0,3","         1,5",,"         3,5",
540000478,44,"         2,3","         1,3",,"         1,9",
540000486,44,"         1,1","         2,5",           0,           2,
540000767,44,"         0,9","         0,6","         1,6","         0,6",
540001096,44,"         1,7",           1,"         1,4",           1,
540001104,44,"         0,1",           0,,,
540001286,44,"         0,6","         0,5",,"         0,2",
540013224,44,"         0,1","         1,1","         5,6","         1,2",
540014149,44,,,,,
540020112,44,"         0,1","         1,6",,"         2,1",
540023264,44,"         7,7","         6,7","         6,4","         1,9",
550000046,44,"         0,1",           0,,           0,
550000178,44,"         0,3",           1,"         0,1","         1,3",
550003354,44,"         1,1","         0,1","         1,2",           0,
550006795,44,"         1,6","         1,2","         1,7",           1,
570000026,44,           0,           0,,,
570000083,44,"         0,4","         0,7","         1,4","         0,9",
570000091,44,"         0,7",           0,,,
570000158,44,           1,"         0,9","         1,2","         0,9",
570000166,44,"         0,5",,,,
570000216,44,"         0,8","         0,9",           1,"         0,5",
570000356,44,"         0,3",           1,,"         1,3",
570000364,44,"         0,3","         0,6","         0,2",           2,
570000430,44,"         0,1",           0,,,
570000455,44,           0,           0,,,
570000562,44,"         0,1",           0,,,
570000596,44,"         0,5","         0,7",           0,"         0,5",
570000646,44,"         1,5","         1,8","         2,8","         3,6",
570000950,44,"         0,1",           0,,,
570001057,44,"         1,9",           3,"         0,1","         2,4",
570001099,44,"         1,9",           3,,"         2,4",
570003079,44,"         1,7",           1,,,
570005165,44,           5,"         3,7","         9,5","         3,5",
570009670,44,"         0,1",           0,,,
570015099,44,"         0,9","         0,6","         0,8","         0,7",
570025254,44,"         1,2","         0,9","         1,7","         0,3",
570026252,44,"         1,9",           3,,"         2,4",
670000033,44,"         0,5","         0,4",,"         0,3",
670000082,44,"         0,6","         0,9","         1,9","         1,6",
670000215,44,"         0,1",           0,,           0,
670002187,44,,,,,
670013325,44,"         0,3",,,,
670013341,44,"         0,2",,,,
670013895,44,,,,,
670014042,44,"         0,1",,,,
670014455,44,,,,,
670016237,44,"         0,9","         1,6",,           2,
670780055,44,           9,"         7,8","         4,9","         4,1",
670780162,44,"         0,6","         1,3",,           4,
670780170,44,"         0,9","         1,6",,"         1,1",
670780188,44,"         1,7","         1,6",,"         1,8",
670780212,44,,,,,
670780337,44,"         1,9","         1,4","         2,7","         1,2",
670780345,44,"         1,1","         0,7","         1,4","         0,9",
670780378,44,"         0,6",           1,           0,"         2,2",
670780386,44,"         0,3","         0,9",,"         1,6",
670780543,44,"         0,5","         0,3","         0,6","         0,4",
670780584,44,"         0,3",           0,,           0,
670780691,44,"         0,9","         0,8","         1,5","         0,4",
670780709,44,"         0,1",           0,,           0,
670781574,44,,,,,
670795921,44,,,,,
670797539,44,,,,,
670798636,44,,,,,
670799667,44,,,,,
680000320,44,"         0,9","         1,4","         1,2","         2,6",
680000338,44,,,,,
680000395,44,"         0,5","         0,4","         0,6","         0,2",
680000411,44,"         0,6",           0,,           0,
680000494,44,           1,"         2,2",,"         2,4",
680000882,44,"         1,2","         0,9","         0,9","         1,5",
680000973,44,"         4,5","         3,9","         3,6","         2,2",
680001005,44,"         0,4",           0,           0,"         0,3",
680001179,44,,,,,
680010824,44,,,,,
680013778,44,,,,,
680020088,44,"         0,5","         0,7","         0,7","         0,7",
680020336,44,           4,           3,"         5,9","         1,8",
880007059,44,"         1,7","         0,9","         1,1","         0,4",
880007299,44,"         1,1","         0,5","         0,8","         0,6",
880780069,44,"         0,1",           0,,           0,
880780077,44,"         1,1","         0,7","         1,3","         0,6",
880780093,44,"         0,9","         0,9","         1,1","         0,8",
880788591,44,"         0,8","         2,4","         2,2","         2,8",
440000057,52,"         4,2","         2,8","         4,2",           2,
440000289,52,"        14,8","         9,5","         7,9","         4,8",
440000297,52,"         0,8","         0,6","         1,8","         0,6",
440000313,52,"         1,1","         0,2","         1,5","         0,1",
440000404,52,"         0,4",           1,           0,           1,
440000412,52,"         0,7","         1,8",           3,"         2,1",
440000487,52,"         0,2","         0,8",,"         0,6",
440000511,52,"         0,3",           1,,           6,
440000651,52,           0,"         1,6",,"         4,5",
440001113,52,           1,"         0,6",,"         0,7",
440002020,52,"         1,2","         2,3",,           2,
440005080,52,,,,,
440023364,52,"         0,5",           0,,,
440024982,52,"         2,1","         3,1",,"         2,5",
440029338,52,"         0,3","         2,1","         5,8",           1,
440029379,52,"         2,4",           3,,           5,
440033819,52,"         0,5","         4,3","         9,8","         6,3",
440036176,52,,,,,
440036499,52,,,,,
440039568,52,,,,,
440041580,52,"         4,4","         6,1",           0,"         6,3",
440048700,52,,,,,
440048718,52,,,,,
440050433,52,"         0,8","         1,1",,           1,
440050441,52,,,,,
490000031,52,"        10,8","         5,8","         9,3","         3,1",
490000155,52,"         0,8","         0,4",,"         0,6",
490000262,52,"         1,6",           1,,"         1,4",
490000676,52,"         3,2","         2,2","         4,3","         1,5",
490000700,52,           0,           0,,,
490002037,52,"         1,5","         2,2",           2,"         3,2",
490004256,52,           0,           0,,,
490007499,52,,,,,
490007929,52,           1,"         1,5",           0,"         1,6",
490009008,52,,,,,
490014909,52,"         2,5","         5,2","         4,2","         5,3",
490015906,52,"         0,2","         2,5",,"         1,8",
490017613,52,,,,,
490528452,52,"         1,7","         0,4",           2,"         0,2",
490537818,52,,,,,
490540440,52,           0,,,"         1,8",
530000025,52,"         1,2",           1,"         2,1","         0,8",
530000074,52,"         1,4",           1,"         1,7","         0,8",
530000371,52,"         3,1","         1,4",           4,"         1,1",
530002898,52,,,,,
530031962,52,"         1,4","         2,1",           0,"         2,3",
720000025,52,"         7,5","         4,7","         8,9","         3,3",
720000066,52,"         0,3",           0,,           0,
720000140,52,"         0,3",           0,,           0,
720000199,52,"         0,9","         3,7",,           4,
720000231,52,"         0,1","         0,8","         4,5","         0,8",
720000249,52,"         0,4",           0,,,
720000389,52,"         0,1",           0,,,
720003441,52,,,,,
720006022,52,"         0,6","         0,3",,"         0,3",
720016724,52,"         1,7","         0,9","         1,5","         0,5",
720017748,52,"         2,7",           4,,"         4,8",
720017839,52,,,,,
850000019,52,"         6,4","         4,1","         8,1",           3,
850000035,52,           1,"         0,1","         1,7",           0,
850000084,52,"         2,1","         0,3","         1,6","         0,1",
850000118,52,"         1,7","         2,7","         1,8","         3,7",
850000126,52,"         0,7","         1,5",           0,"         1,8",
850000134,52,"         0,1","         1,6",,"         1,8",
850009010,52,"         1,8","         1,1","         1,9","         0,7",
850009333,52,,,,,
850011271,52,,,,,
850022047,52,,,,,
850023151,52,,,,,
850025156,52,,,,,
220000020,53,"         6,8","         3,8","         7,5","         1,9",
220000046,53,           2,"         0,5","         2,7","         0,2",
220000079,53,           2,"         1,5","         1,9","         1,7",
220000103,53,"         2,3","         1,3","         2,5","         0,6",
220000111,53,"         0,7","         1,1",,"         2,3",
220000152,53,           1,"         0,4","         0,1","         0,2",
220000236,53,"         0,1",,,,
220005045,53,"         0,3",           0,,,
220005599,53,"         0,9","         1,9",           0,"         3,3",
220019558,53,,,,,
220019848,53,,,,,
220020507,53,,,,,
220021968,53,"         0,1",           0,,,
220022800,53,"         1,8",           5,"         3,1","         6,1",
290000017,53,          10,"         7,3","         6,4","         2,9",
290000041,53,"         0,7","         0,7","         1,8","         0,7",
290000074,53,"         1,3","         0,5",           0,"         0,6",
290000116,53,           0,           0,,,
290000140,53,           1,"         2,2","         2,3","         5,1",
290000207,53,"         0,6","         2,4","         1,8","         3,6",
290000215,53,           1,"         2,4",,"         3,3",
290000306,53,"         1,3","         0,2",,"         0,1",
290000728,53,"         1,4","         1,1",,"         0,6",
290000785,53,"         0,9","         1,1",           0,"         1,1",
290000850,53,,,,,
290000975,53,,,,,
290004142,53,"         1,4","         1,4","         0,1","         1,7",
290005131,53,,,,,
290005230,53,,,,,
290019777,53,"         1,5","         3,4","         4,6","         4,3",
290020700,53,"         5,2","         3,2","         6,1","         1,9",
290021542,53,"         2,8","         1,7","         2,1","         0,9",
290023431,53,"         0,6",           1,,           2,
290023779,53,,,,,
290029669,53,,,,,
290030808,53,,,,,
290032028,53,,,,,
290032655,53,,,,,
290032713,53,,,,,
350000022,53,"         3,4",           2,"         3,8",           1,
350000030,53,"         1,3","         0,8",           2,"         0,7",
350000048,53,"         0,9","         0,6","         1,2","         0,5",
350000055,53,           1,"         0,7","         1,9","         0,4",
350000063,53,"         0,2",           0,,,
350000071,53,"         0,3",           0,,,
350000121,53,"         2,3",           7,"         5,5","         7,8",
350000139,53,"         0,5","         2,3","         6,8","         2,8",
350000196,53,"         0,6","         1,6",,"         2,5",
350000204,53,           0,           0,,,
350002192,53,"         1,8",           1,,"         2,6",
350002200,53,"         0,1",           0,,,
350002804,53,,,,,
350002812,53,"         0,5","         0,4",,"         0,4",
350005021,53,"         0,5",           0,,           0,
350005146,53,"         1,5","         3,7",,"         5,9",
350005179,53,"        11,9","         8,9",          12,"         4,7",
350032934,53,,,,,
350040044,53,,,,,
350042131,53,,,,,
350042602,53,,,,,
350045779,53,,,,,
350046744,53,,,,,
350046751,53,,,,,
350048518,53,"         0,1",           0,,,
560000044,53,"         1,5","         1,5",           2,"         1,2",
560000184,53,"         0,6",           0,,           0,
560002214,53,           0,           0,,,
560002511,53,"         0,9","         2,7","         0,2","         4,2",
560002933,53,"         1,1","         2,1",,"         1,8",
560004004,53,,,,,
560005746,53,"         6,4","         3,3","         8,2","         2,5",
560007510,53,"         0,7","         1,6","         0,1","         2,5",
560008799,53,"         2,3","         4,8","         2,6","         6,1",
560009490,53,,,,,
560009508,53,,,,,
560009524,53,,,,,
560014078,53,,,,,
560014128,53,,,,,
560014748,53,"         2,8","         1,7","         2,8","         1,1",
560020208,53,,,,,
560023152,53,,,,,
560023210,53,           6,"         3,9",           6,"         2,5",
560023848,53,,,,,
160000170,75,"         0,3","         0,9",,"         1,5",
160000279,75,"         0,2","         0,6",           0,"         1,2",
160000451,75,"         2,2","         1,3","         2,6","         0,9",
160000485,75,"         0,2",           0,,           0,
160000493,75,"         0,2","         0,1",           0,"         0,1",
160006037,75,"         0,3",           0,,           0,
160013207,75,"         0,8","         1,5","         2,1","         3,3",
160014411,75,"         0,7","         0,1","         1,2","         0,2",
170022057,75,,,,,
170024194,75,"         3,1","         2,1","         2,9","         1,4",
170780050,75,"         0,6","         0,3","         0,1","         0,4",
170780167,75,"         0,5","         0,3","         0,7","         0,3",
170780175,75,"         1,4","         1,2","         2,1","         0,8",
170780191,75,"         0,7","         0,1",,           0,
170780225,75,"         1,5","         0,9","         1,7","         0,8",
170780266,75,           0,           0,,,
170780563,75,"         0,4","         1,2","         1,1","         1,4",
170780613,75,"         0,2","         1,1","         1,2","         0,9",
170780621,75,"         0,2","         0,4",           0,"         0,9",
170780647,75,"         0,3","         0,7",,"         1,5",
170780662,75,"         0,4","         1,1",,"         2,6",
190000042,75,"         1,3","         0,9","         1,5","         0,4",
190000059,75,"         0,8","         0,7",           1,"         0,5",
190000075,75,"         0,4","         0,3","         0,4","         0,2",
190000224,75,"         0,5","         1,2",,"         1,4",
190000257,75,"         0,4","         0,6","         1,2","         0,4",
190010553,75,,,,,
230780041,75,           1,"         0,7","         1,1","         0,3",
230780058,75,"         0,1",           0,,           0,
230780066,75,"         0,1",           0,,,
230780082,75,"         0,2",           0,,           0,
230780157,75,"         0,4","         0,4",,"         0,5",
240000059,75,"         0,8","         0,5","         1,9","         0,2",
240000083,75,           0,,,,
240000117,75,"         2,2","         1,3","         3,1","         0,9",
240000190,75,"         0,6","         1,4","         0,1","         1,4",
240000208,75,"         0,4","         0,7",,"         1,3",
240000216,75,"         0,3","         0,5",,           1,
240000448,75,"         0,4","         0,3","         0,7","         0,2",
240006734,75,,,,,
330000217,75,,,,,
330000332,75,"         0,4",           0,,           0,
330000340,75,"         0,7",           1,"         2,8","         0,6",
330000662,75,"         0,8","         0,6",,"         0,3",
330017989,75,,,,,
330027509,75,"         0,7","         0,5","         1,4","         0,2",
330780040,75,"         0,2","         2,1",,"         3,5",
330780081,75,"         0,7","         1,6",,"         0,5",
330780115,75,"         0,4","         1,4","         0,1","         0,8",
330780206,75,"         0,2","         0,8",,"         1,1",
330780255,75,"         0,5","         0,6",,"         1,8",
330780263,75,"         1,1","         1,2","         2,3","         1,8",
330780271,75,           0,"         1,3",,"         0,6",
330780354,75,"         0,8","         0,1",,           0,
330780370,75,"         0,2",,,,
330780446,75,,,,,
330780453,75,,,,,
330780479,75,"         1,5","         1,1","         4,4","         1,1",
330780487,75,           0,"         0,6",,"         1,6",
330780495,75,"         0,3","         0,4","         0,7","         0,5",
330780503,75,"         0,7","         2,1","         1,1","         2,4",
330780511,75,"         0,3","         0,4",,"         0,8",
330780529,75,"         0,6","         1,2",,"         1,3",
330780537,75,"         0,6","         0,6","         0,6","         0,7",
330781139,75,,,,,
330781196,75,          15,           8,"         8,3","         3,8",
330781204,75,"         0,6","         0,5","         1,7","         0,2",
330781212,75,"         0,1",           0,,,
330781220,75,"         0,7","         0,4","         0,9","         0,7",
330781253,75,"         2,6","         1,7","         2,9",           1,
330781261,75,"         0,2",           0,,           0,
330781303,75,"         0,7","         0,6",           0,"         0,4",
330781402,75,"         0,4","         0,9",           0,"         1,2",
330782582,75,"         0,9","         1,4","         1,7","         1,9",
330783374,75,,,,,
400000261,75,           0,,,,
400011177,75,"         1,5","         1,1","         2,1","         0,5",
400780193,75,"         1,9","         1,1","         1,9","         0,8",
400780268,75,"         0,1",           0,,,
400780284,75,"         0,1","         0,5",           0,"         0,5",
400780342,75,"         0,3","         0,3",,"         0,9",
400780359,75,"         0,4","         0,7",           0,"         1,6",
400782769,75,"         0,2","         0,1",,"         0,2",
470000027,75,"         1,3","         1,5","         1,6","         2,2",
470000076,75,"         0,1","         0,2",,"         0,7",
470000159,75,,,,,
470000316,75,"         1,5","         0,8","         1,3","         0,4",
470000324,75,"         0,9","         0,5","         1,5","         0,1",
470000340,75,,,,,
470000381,75,           0,,,,
470001660,75,"         0,7","         0,5","         1,4","         0,3",
470016049,75,,,,,
640016580,75,,,,,
640017638,75,,,,,
640018206,75,"         1,6","         2,1","         1,7","         2,3",
640780268,75,"         0,1","         0,3",,"         1,5",
640780417,75,"         2,1","         1,6","         2,9","         0,9",
640780490,75,"         0,7","         1,2",,"         1,4",
640780557,75,           0,,,,
640780623,75,,,,,
640780672,75,,,,,
640780748,75,"         0,6","         0,6",           0,"         1,6",
640780813,75,"         0,4","         0,1","         0,7",           0,
640780821,75,"         0,5","         0,6","         0,5","         0,6",
640780938,75,"         0,6","         1,3",,"         1,5",
640780946,75,"         0,5","         1,6","         2,4","         1,8",
640780987,75,"         0,1","         0,3",,"         0,4",
640781225,75,"         0,5","         0,1",,           0,
640781290,75,"         2,2","         1,8","         1,9","         1,1",
640781308,75,"         0,3",,           0,,
640781332,75,,,,,
640787156,75,"         0,1",           0,,"         0,1",
640789640,75,,,,,
790000012,75,"         2,5","         1,7","         2,7",           1,
790006654,75,"         1,4","         1,1","         1,9","         0,7",
790009948,75,"         0,7","         1,6","         1,2","         2,3",
860010321,75,"         1,2","         2,3",,"         2,9",
860013077,75,"         5,6","         3,9","         4,6","         1,6",
860013382,75,           1,"         0,5","         1,7","         0,4",
860780097,75,"         0,3","         0,3",,"         0,2",
860780311,75,"         0,4","         0,8",           0,"         1,3",
860780568,75,"         0,1","         0,3","         2,1","         0,5",
870000015,75,"         4,7","         3,9","         5,2","         1,9",
870000023,75,"         0,5","         0,5","         0,7","         0,3",
870000031,75,"         0,3",           0,,"         0,1",
870000080,75,,,,,
870000288,75,           1,"         1,8",,"         2,9",
870000411,75,           1,"         2,1","         1,7","         2,1",
090780107,76,"         0,4","         0,3",,"         0,3",
090781774,76,"         1,5","         0,9","         1,9","         0,7",
090781816,76,"         0,4","         0,3","         0,4","         0,4",
110007259,76,,,,,
110780061,76,"         2,1","         1,1","         3,1","         0,4",
110780087,76,"         0,1","         0,1",,           0,
110780137,76,"         1,4","         0,9","         1,6","         0,6",
110780228,76,"         1,1","         1,4","         1,3","         2,2",
110780483,76,"         0,7",           1,"         0,1",           2,
110780772,76,"         0,1",           0,,,
120004528,76,"         0,5","         0,7","         0,5","         0,6",
120004619,76,"         0,3","         0,1","         0,4","         0,2",
120780044,76,"         1,6",           1,"         1,9","         0,4",
120780069,76,"         0,8","         0,8",           1,"         0,9",
120780085,76,"         0,4","         0,2","         0,6","         0,1",
300002508,76,"         0,2",,,"         0,3",
300007119,76,,,,,
300008588,76,,,,,
300008638,76,,,,,
300780038,76,           4,"         2,8","         3,6","         1,3",
300780046,76,"         1,3","         0,8","         1,7","         0,4",
300780053,76,"         0,9","         0,6","         1,2","         0,4",
300780137,76,"         0,8",           1,"         0,8","         1,7",
300780152,76,"         0,8","         1,2",,"         1,5",
300780228,76,"         0,2","         0,2",           0,"         0,8",
300780285,76,"         0,1",           0,,,
300781010,76,"         0,1",           0,,,
300781465,76,"         0,5","         1,2","         1,3",           1,
300788502,76,"         1,1",           2,"         2,5","         2,1",
310026083,76,"         0,6","         1,9","         4,7","         2,9",
310780101,76,"         1,4","         2,3","         1,3","         2,9",
310780150,76,"         0,1","         2,1",           0,"         2,4",
310780259,76,"         2,6","         1,5",           0,           1,
310780283,76,"         1,8","         3,4","         1,4","         3,6",
310780309,76,"         0,9",           1,"         0,2",           2,
310780366,76,"         0,3",           0,,,
310780382,76,"         0,7","         1,8","         4,9","         1,6",
310780671,76,"         1,1","         0,7","         0,9","         0,5",
310781000,76,"         1,8",           3,           0,"         2,7",
310781067,76,"         0,4","         0,4","         3,6","         0,4",
310781406,76,"        14,1","         8,8","         7,3","         4,4",
310781505,76,           1,"         1,5","         0,9","         1,2",
310781695,76,"         0,2",           0,,,
310782016,76,"         0,1","         0,1",,,
310782347,76,"         0,5","         0,5",,"         0,3",
310786389,76,           0,           0,,,
310794417,76,,,,,
320780067,76,"         0,4","         0,7","         0,1",           1,
320780117,76,"         1,3","         0,9","         1,5","         0,3",
320780133,76,"         0,1",           0,,           0,
340000025,76,"         0,1",,,,
340000207,76,"         0,8","         0,7",,"         0,2",
340009539,76,,,,,
340009885,76,"         0,4","         0,8","         2,2","         1,9",
340011295,76,"         1,2","         0,9","         1,5","         0,5",
340015502,76,"         1,8","         1,4",           0,"         0,5",
340015965,76,"         1,1","         1,9",           0,"         1,3",
340015999,76,,,,,
340017292,76,,,,,
340017490,76,,,,,
340019603,76,,,,,
340780055,76,           2,"         1,5","         2,4","         0,7",
340780139,76,"         0,2","         0,8",,"         1,2",
340780147,76,"         0,3","         0,2",           0,"         0,4",
340780154,76,"         0,4","         0,3",           0,"         1,4",
340780477,76,"         7,7","         5,6","         5,6","         2,5",
340780568,76,"         0,1",           0,,,
340780634,76,"         0,4","         1,4",           0,"         2,4",
340780642,76,"         1,1","         1,2",,"         1,1",
340780667,76,"         1,1","         1,1",,"         1,6",
340780675,76,"         0,6",           1,"         3,8","         2,1",
340780683,76,"         0,2","         1,5","         4,8","         3,8",
340780717,76,"         0,3","         0,5","         0,5","         0,6",
340780725,76,"         0,3","         0,1",,"         1,2",
340780741,76,"         0,4","         0,6","         0,9","         1,5",
340780840,76,,,,,
340781608,76,"         0,2",           0,,           0,
460006075,76,"         0,2",,,,
460780042,76,"         0,2",,,"         0,5",
460780083,76,"         0,3","         0,3",           0,"         0,2",
460780091,76,"         0,2",           0,           0,"         0,1",
460780208,76,"         0,3",           0,           0,"         0,1",
460780216,76,"         1,1","         0,9","         1,3","         0,3",
480780097,76,"         0,9","         0,8","         0,9","         0,8",
650002579,76,"         0,3","         1,2",,"         0,9",
650780158,76,"         0,6","         0,3","         0,6","         0,3",
650780166,76,"         0,1",           0,,           0,
650780174,76,"         0,3","         0,3","         0,1","         0,3",
650780679,76,"         0,9","         0,7","         1,2","         1,3",
650783160,76,"         1,8","         1,1","         1,6",           1,
660006305,76,"         0,7","         1,2",,"         2,9",
660009689,76,"         0,1",           0,,,
660780180,76,"         3,3","         1,7","         3,7","         1,2",
660780628,76,"         0,3","         0,2",,"         0,5",
660780669,76,"         0,1","         0,4","         2,6","         0,7",
660780776,76,"         0,4","         0,4",           0,"         0,4",
660780784,76,"         1,5","         1,7","         1,9","         1,2",
660790387,76,"         1,2","         2,1",           0,"         2,8",
810000224,76,"         1,4","         1,2",           1,           1,
810000331,76,"         1,1","         0,8","         1,9","         0,3",
810000349,76,"         0,1",           0,,,
810000380,76,"         1,5","         1,3","         2,1","         0,5",
810000448,76,"         0,1",           0,,"         0,5",
810000455,76,"         0,3",           0,"         0,9","         0,1",
810101170,76,"         0,6","         1,2",,"         1,7",
810101444,76,"         0,7","         1,1",,"         1,4",
820000016,76,"         1,6","         0,8","         1,3","         0,5",
820000040,76,"         0,5","         0,7","         1,1","         0,8",
820000057,76,"         1,3","         1,4","         1,3",           1,
820000065,76,"         0,1","         0,6",,"         1,4",
820004950,76,"         0,3","         0,3",           0,"         0,2",
010007300,84,"         0,1",,,"         0,1",
010007987,84,           0,           0,,,
010008407,84,"         0,5","         0,3","         0,8","         0,4",
010780054,84,"         1,5",           1,"         2,2","         0,5",
010780062,84,"         0,4","         0,4","         0,6","         0,2",
010780096,84,"         0,1",           0,,,
010780195,84,"         0,5","         1,1",           0,"         1,6",
010780203,84,"         0,5","         0,5","         0,8","         0,7",
010780294,84,,,,,
030780092,84,"         1,1","         0,7",           1,"         0,4",
030780100,84,           1,"         0,6","         1,1","         0,3",
030780118,84,"         1,6",           1,"         1,3","         0,5",
030780548,84,"         0,3","         0,7",           0,           1,
030781116,84,"         0,6","         0,9","         0,1","         1,4",
030785430,84,"         0,2","         0,5",,"         0,8",
070000096,84,           0,           0,,,
070002878,84,"         0,3","         0,3","         0,3","         0,3",
070005566,84,"         0,7","         0,5","         0,9","         0,2",
070780168,84,"         0,2","         0,4",           0,"         0,6",
070780358,84,"         0,9","         0,5","         0,9","         0,4",
070780408,84,"         0,1","         0,3",,"         0,4",
070780424,84,"         0,3","         1,7","         1,3","         1,7",
150780088,84,"         0,3","         0,3","         0,3","         0,1",
150780096,84,           1,"         0,7","         0,9","         0,5",
150780120,84,           0,           0,,,
150780468,84,"         0,1",           0,,           0,
150780732,84,"         0,5","         0,7",           0,"         0,8",
260000021,84,"         1,9","         1,4","         2,2","         1,2",
260000047,84,           1,"         0,6","         1,7","         0,4",
260000054,84,"         0,1","         0,1","         0,1","         0,1",
260000104,84,"         0,1","         0,1","         0,2",           0,
260000195,84,"         0,1",           0,,,
260000260,84,"         0,4","         0,7",,"         0,9",
260003017,84,"         0,6","         0,9",,"         1,9",
260006267,84,"         0,6","         0,3",,"         0,8",
260016910,84,           1,"         0,8","         1,6","         0,5",
380012658,84,"         1,7","         1,6","         1,7","         2,6",
380013037,84,"         0,3",,,           0,
380780023,84,"         0,1",           0,,,
380780031,84,"         0,1",           0,,           0,
380780049,84,"         0,8","         0,7","         1,1","         0,3",
380780056,84,"         0,3",           0,           0,           0,
380780072,84,"         0,1",           0,,,
380780080,84,"         5,3","         4,5","         3,7","         1,7",
380780171,84,"         0,1",           0,,,
380780197,84,"         0,1","         0,7","         1,3","         1,3",
380780213,84,"         0,1",           0,,,
380780270,84,"         0,1","         0,5",,"         2,3",
380780288,84,"         0,4","         0,5",           0,"         1,4",
380781435,84,           1,"         0,5","         1,9","         0,4",
380781450,84,"         0,2","         0,4","         0,2","         0,5",
380784751,84,"         0,8","         0,7","         1,7","         0,3",
380785956,84,           1,"         1,1","         1,1","         1,7",
380786442,84,"         1,2","         1,6","         2,2",           2,
420000192,84,           0,           0,,,
420002495,84,"         0,8","         0,5","         1,2","         0,3",
420010050,84,"         0,4","         1,7",,"         0,6",
420011413,84,           1,"         1,6","         1,8",           2,
420013492,84,"         0,4",           0,,,
420013831,84,"         1,2","         0,8",           1,"         0,5",
420780033,84,"         1,3","         0,9",           2,"         0,8",
420780504,84,"         0,5","         1,1",           0,"         2,9",
420780652,84,           1,"         0,6","         1,5","         0,5",
420782310,84,"         0,6",           1,           0,"         1,1",
420782591,84,"         0,1",,,"         0,5",
420784878,84,"         4,4","         3,3","         3,3","         1,5",
430000018,84,"         1,3",           1,"         1,3","         0,8",
430000034,84,"         0,3","         0,2",           0,"         0,1",
430000109,84,"         0,3","         0,2",,"         0,5",
430007450,84,,,,,
630000479,84,"         0,3","         0,3",,"         0,1",
630005668,84,,,,,
630780211,84,"         0,8","         1,7",,"         1,8",
630780369,84,"         0,6","         0,4",,"         0,1",
630780989,84,"         4,4","         3,5","         3,7","         1,4",
630780997,84,"         0,2","         0,1",           0,           0,
630781003,84,"         0,2","         0,2","         0,8","         0,1",
630781011,84,"         0,5","         0,2",,"         0,3",
630781029,84,"         0,4","         0,2","         0,5","         0,1",
630781839,84,"         0,4","         1,6","         2,6","         2,9",
630783108,84,"         0,1","         0,8",,"         2,2",
690000245,84,"         0,1",           0,,,
690000427,84,           0,"         0,1",,           0,
690000880,84,           1,"         0,5",,"         0,4",
690011838,84,           0,,,,
690022108,84,,,,,
690022959,84,"         0,1","         0,4","         3,7","         0,9",
690023239,84,"         0,1",           2,,           2,
690023411,84,"         1,2","         2,4",           0,"         2,7",
690029186,84,"         0,3",,,,
690780036,84,"         0,3",           0,"         0,9",           0,
690780044,84,"         0,1",           0,"         1,3",           0,
690780093,84,"         0,8","         0,5",,"         0,3",
690780150,84,"         0,1",           0,,,
690780200,84,           0,"         0,3",,"         0,4",
690780226,84,           0,"         0,1",,"         0,8",
690780259,84,           0,"         0,6",,           1,
690780358,84,"         0,6","         1,5","         2,5","         2,2",
690780366,84,"         0,3","         0,8",           0,"         1,5",
690780382,84,"         0,3","         0,5",,"         0,8",
690780390,84,"         0,6","         0,8","         0,6","         1,1",
690780416,84,"         0,9","         0,7","         1,6","         0,5",
690780499,84,,,,,
690780648,84,"         0,6","         1,3",           0,"         0,7",
690780655,84,"         0,6","         0,4",,"         0,5",
690780663,84,"         0,3","         1,1",           0,"         1,5",
690781737,84,"         0,1",           0,,,
690781810,84,"        15,4","         9,4","        12,5","         4,6",
690782222,84,"         1,6","         0,9","         1,5","         0,5",
690782271,84,"         0,2","         0,2","         0,1","         0,1",
690782834,84,"         0,9","         1,6",           1,"         1,5",
690782925,84,           0,           0,,,
690791082,84,"         0,1",,,,
690793468,84,           1,"         1,3",           0,"         0,7",
690805361,84,"         1,5","         1,1","         1,3","         0,5",
690807367,84,"         0,4",           1,           1,"         1,9",
690807599,84,"         0,5","         0,3","         1,2",           1,
730000015,84,"         2,6","         1,7","         3,4","         1,2",
730002839,84,"         0,6","         0,5","         1,2","         0,4",
730004298,84,"         0,7",           2,           0,"         3,1",
730780103,84,"         0,2","         0,2","         0,3","         0,1",
730780459,84,"         0,1","         0,7",,"         0,8",
730780525,84,"         0,1","         0,2","         0,3","         0,2",
740001839,84,"         0,7","         0,6","         1,5","         0,4",
740014345,84,"         0,6","         1,4","         1,1","         2,8",
740780192,84,"         0,1",           0,,,
740780416,84,"         0,6","         1,3",,"         1,3",
740780424,84,"         0,4","         1,2",           1,"         1,5",
740781133,84,"         3,1",           2,"         3,8","         1,2",
740781208,84,"         0,1",           0,,,
740790258,84,"         1,2","         0,7","         1,5","         0,7",
740790381,84,"         1,1","         0,7","         1,8","         0,7",
040780215,93,"         0,7","         0,6","         1,3","         0,5",
040780470,93,"         0,3","         0,3",,"         1,1",
040784860,93,,,,,
040788879,93,"         0,9","         0,6","         1,1","         0,7",
050000090,93,"         0,6","         0,9",,"         1,2",
050000116,93,"         0,5","         0,5","         0,6","         0,3",
050000124,93,"         0,1",           0,,           0,
050002948,93,"         1,6","         1,4","         1,7","         0,5",
050007533,93,,,,,
