finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5
400780268,HÔPITAL SAINT SEVER,DGF,TAA,CH,T1,M1,C0,,                                      .c,"       15,97","       13,71",                                      .z,                                      .z,"         7,6","        91,3",,,"        14,2",,"        14,3",,         100,,,,,,"         2,5",,"        65,8",,          52,,"        51,2",,"       271,2",,"        83,7",,          21,,"       1,235","       0,695",,"        46,7","         6,6",,"        18,9",,,,,,           0,,,           1,"        14,3",,,,"        33,7",,,,,           0,80,,,,,,,,,,,          13,,,,           2,,,,,         299,           2,           0,         319,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          13,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Troubles mentaux d'origine organique et retards mentaux : 119,Affections dégénératives du système nerveux : 208,Autres affections du système nerveux : 39,Soins palliatifs : 43,"Névroses, psychoses et autres troubles mentaux : 30",Traumatismes du bassin et des membres : 1,Intervention  peau et tissu sous-cutané : 0,"Bronchites, bronchiolites et asthme : 1",Pathologies ORL et Stomato autres : 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        3,65","        3,05",,,,"       111,1","         5,5","        84,1","         0,5",,          21,,,,,
400780284,CLINIQUE ST-VINCENT DE PAUL,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,03","        3,85",                                      .z,                                      .z,           0,"        66,5","        54,9",,,"         5,4",,"         6,8",,         100,,"         1,4",,          16,,,,"        82,5",,"        65,8",,"       -25,2",,"        41,2",,"        35,6",,"       140,2","       0,788","       0,978",,                                      .z,                                      .z,                                      .z,                                      .z,,,      288984,,,"       38,08","       74,13","       129,2",,"        14,3",           0,       54858,"     90230,3","        18,8","         0,1",,                                      .z,                                      .z,                                      .z,94,,,,,,,,,,,           8,,,,,          55,           4,,,         404,        1849,           0,         244,        1137,           0,           0,           0,           0,           0,           0,        2548,,         627,          49,Chirurgie du sein : 4,Cataracte : 0,Arthroscopie du genou : 135,Hernie enfant : 1,RTU prostate : 111,Hernie adulte y compris cœlioscopie : 115,"Endoscopies génito-urinaires, avec ou sans anesthésie : 99","Lithotritie extracorporelle de l'appareil urinaire, en a : 42","Infections reins et voies urinaires, lithiases : 120","Autres affections reins, voies urinaires : 109",Affections cardiovasculaires sans acte opératoire de la : 1,"Chirurgies transurétrales, autres : 305",Chirurgies majeures orthopédiques (dont hanche et fémur : 323,"Chirurgies main, poignet : 294",Chirurgies appareil génital masculin : 201,actes ORL et stomato divers : 310,,,,,,           3,,      677168,,,     4866664,,     4737663,,        4607,,           0,,           0,,,,     4605228,,                                      .z,,        -458,,                                      .z,,      342311,,     4196244,,      494517,,      520110,,     -317562,,      837672,,"      0,9895","        12,3","         0,6",           7,           4,"         0,2","       70,08","        8,82","        55,7",,"        0,86","         4,7",,,,,
400780342,CLINIQUE JEAN LE BON,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,06",           0,                                      .z,                                      .z,           0,"        76,1","        35,4",,,          10,,"         8,8",,"        61,6",,"         2,4",,"        31,8",,"         7,7",,"        85,3",,"        48,4",,"        -1,8",,"        74,3",,"        52,9",,"        32,6","       0,871","       1,148",,                                      .z,                                      .z,                                      .z,                                      .z,,,      167190,,,"       62,13","        67,4","       105,3",,,,       46416,       25307,           7,"         0,2",,                                      .z,                                      .z,                                      .z,91,,,,,,,,,,,           5,,,,           1,          20,           8,,,         773,        1092,           0,        1653,        1846,           0,           0,           0,           0,           0,           0,        2529,,        2006,          12,Chirurgie du sein : 5,Cataracte : 1202,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 15,Endoscopies digestives avec ou sans anesthésie : 864,Endoscopies digestives thérapeutiques et anesthésie : sé : 640,Explorations nocturnes et apparentées : 328,actes ORL et stomato divers : 58,"Endoscopies bronchiques, avec ou sans anesthésie : 4",Cataractes : 1211,"Amygdalectomies, VG, drains transT : 639",actes ORL et stomato divers : 372,Autres chirurgies ORL : 256,Ligatures veines : 89,,,,,,           3,,       81821,,,     3899902,,     3177918,,,,,,,,,,     3511114,,                                      .z,,       76635,,                                      .z,,      349048,,     3502620,,      844445,,      715175,,      -17572,,      732747,,"      0,9815","        22,5","         5,6","        13,4",           3,,"       41,25","         6,5","       33,75",,,           1,,,,,
400780359,CLINIQUE DES LANDES,OQN,TAA,CLI,T2,M1,C3,,                                      .c,"        0,11","         2,4",                                      .z,                                      .z,           0,,"        51,4",,,"         5,3",,"         1,2",,         100,,"       100,2",,"        89,7",,"        93,6",,"        61,2",,          18,,"       -34,5",,"       -28,6",,"        36,4",,"        84,9","       0,709","       0,841","       1,121",                                      .z,                                      .z,                                      .z,                                      .z,,,      234041,,,"       53,75","       78,18","       100,5",,,           0,"    265875,5","    107245,9","        27,9",           1,,                                      .z,                                      .z,                                      .z,85,,,,,,,,,,,,,           6,,           1,          73,          16,,,         603,        3035,           5,        2451,        3533,           5,           0,           0,           0,          76,           0,        5828,,        2582,          50,Chirurgie du sein : 93,Cataracte : 1428,Arthroscopie du genou : 305,Hernie enfant : 18,RTU prostate : 97,Hernie adulte y compris cœlioscopie : 102,Endoscopies digestives avec ou sans anesthésie : 1468,Endoscopies digestives thérapeutiques et anesthésie : sé : 289,"Endoscopies génito-urinaires, avec ou sans anesthésie : 102","Autres séj. sans acte, avec anesthésie, en ambulatoire : 155","Lithotritie extracorporelle de l'appareil urinaire, en a : 30",Cataractes : 1429,actes ORL et stomato divers : 465,"Arthroscopies, Biopsies ostéo-articulaires : 385","Chirurgies main, poignet : 347","Amygdalectomies, VG, drains transT : 342",,,,,,           8,,     1108993,,,    10351772,,     9237956,,        4607,,           0,,           0,,,,     9799816,,                                      .z,,     -307679,,                                      .z,,      145050,,    19086423,,    14533926,,     -767819,,     -926290,,      158472,,,"        21,5","         4,4","        12,5",           1,           1,"      125,65","       17,15","       105,5",,           1,           2,,,,,
400782769,POLYCLINIQUE LES CHENES,OQN,TAA,CLI,T2,M2,C2,O0,                                      .c,"        0,46","        7,78",                                      .z,                                      .z,"        62,1",         112,"        60,2",,,"       -14,2",,"       -18,7",,,,,,"        70,9",,"         4,7",,"        68,1",,"        40,3",,"       -15,3",,"       -13,3",,"        31,4",,"       104,4","       0,776","       0,945","       0,923",                                      .z,                                      .z,                                      .z,                                      .z,,,      132955,,,"       54,33","       80,79","        58,2",,,           0,"     34895,5","     65372,8",,           1,"         3,3",                                      .z,                                      .z,                                      .z,76,,,,,,,,,,,          28,,           6,,           1,          30,          10,,,        2010,        1076,           4,        1530,        1280,           2,         363,           0,           0,         128,           0,        1936,        3991,        1488,          80,Chirurgie du sein : 8,Cataracte : 421,Arthroscopie du genou : 74,Hernie enfant : 1,RTU prostate : 19,Hernie adulte y compris cœlioscopie : 35,Endoscopies digestives avec ou sans anesthésie : 628,Endoscopies digestives thérapeutiques et anesthésie : sé : 231,Cardiologie autres : 205,Symptômes digestifs : 80,Signes et symptômes : 120,Cataractes : 421,actes ORL et stomato divers : 160,Chirurgies majeures orthopédiques (dont hanche et fémur : 175,"Chirurgies main, poignet : 216",Chirurgie inter spécialités : 102,           1,,,,,           4,,     1956968,,,     8481170,,     7319243,,      515826,,           0,,      400000,,,,     9684797,,                                      .z,,    -1714398,,                                      .z,,    -2150921,,     6432166,,     2929484,,     -353016,,     -405229,,       52212,,           1,"       15,05","         6,2",           6,           2,"         0,2","      100,76","       17,17","       73,02","        0,42",           1,"        9,15",,,,,
410000087,CH DE BLOIS,DGF,TAA,CH,T3,M3,C3,O4,                                      .c,"        1,55","        7,35",                                      .z,                                      .z,           0,"        89,7","        69,8","        73,9","         9,3",,"         7,7",,"        72,6",,           4,,"        43,8",,          17,,"        72,1",,"        49,6",,"        35,4",,          43,,"       116,1",,"        30,6",,"       1,068","       1,077","       1,105","        28,8","         9,7","        14,8","        14,7",      802624,,      228597,"       19,13","       57,16","       30,37","       51,24","        71,7","         5,6",,          49,"     16040,9","    101632,8","        18,7","         1,4","         3,3",,,"         0,1",72,,,,,,,,,,,         261,           8,           5,          10,          16,         103,          12,          39,           6,       13369,        4341,        2004,        2159,        1893,         962,        3055,           0,           0,         824,        1683,        6003,"     29452,5",        2279,         133,Chirurgie du sein : 116,Cataracte : 618,Arthroscopie du genou : 113,Hernie enfant : 9,RTU prostate : 41,Hernie adulte y compris cœlioscopie : 190,affections médicales du nouveau né : 1716,Infections respiratoires : 649,Signes et symptômes : 974,"Cardiopathies, valvulopathies : 500",Maladies osseuses et arthropathies : 392,Cataractes : 620,Chirurgies majeures orthopédiques (dont hanche et fémur : 460,"Amygdalectomies, VG, drains transT : 347","Chirurgies main, poignet : 304",Chirurgies utérus / annexes : 321,           1,           1,,,,           8,           2,    18941927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       138,8","        84,7","        13,3","        12,3","         7,9","     1936,06","       191,7","     1458,42","        18,1","       67,05","      200,79",,,,,
410000095,CH VENDOME,DGF,TAA,CH,T1,M2,C1,,                                      .c,"        1,95","       12,27",                                      .z,                                      .z,           0,"        85,8",,,"         6,2",,"         4,8",,         -36,,"         4,7",,"        27,4",,"        15,7",,"        69,4",,"        28,5",,"        19,3",,"        45,4",,"       132,7",,"        62,4",,"       0,932","       0,856","       0,982","        27,3","         8,6","        11,4","        20,4",,,,,,"       13,92",,,,"         7,8",,         595,,"        28,7",,,,,           0,89,,,,,,,,,,,          89,,          10,,           8,,,,,        3771,         303,           9,         422,          49,           0,        1501,           0,           0,         128,           0,          84,       13016,         268,          63,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Signes et symptômes : 140,Infections respiratoires : 208,"Cardiopathies, valvulopathies : 279",Embolies pulmonaires et détresses respiratoires : 246,Troubles mentaux d'origine organique et retards mentaux : 114,Traumatismes du bassin et des membres : 123,Intervention  peau et tissu sous-cutané : 36,"Occlusions, sub-occlusions digestives : 35",Trauma crâniens : 43,"Bronchites, bronchiolites et asthme : 9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        31,9","        25,4",,,,"      552,62","        57,5","      414,32","        11,6",           9,"        60,2",,,,,
410000103,CH ROMORANTIN LANTHENAY,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"        0,62","        4,87",                                      .z,                                      .z,"        52,9","        84,3",          49,"        44,4","        10,6",,"         8,7",,"        76,6",,"         2,8",,"        36,4",,"         3,5",,"        64,3",,"        35,5",,"        36,8",,"        85,9",,"       126,5",,"        41,5",,"       1,154","       1,027","       0,965","        30,9","        11,1","        20,6","        17,8",,,      185017,"       18,97","        41,2","       30,67","       54,08","        70,6",,           4,          46,"     20217,4","     68247,5","        19,6","         2,3",           3,,,"         9,3",80,,,,,,,,,,,          78,,,,           1,          46,           4,          22,,        4406,        1404,         805,         741,         621,         127,           0,           0,           0,          66,         659,        1780,       13186,         792,         102,Chirurgie du sein : 10,Cataracte : 0,Arthroscopie du genou : 13,Hernie enfant : 4,RTU prostate : 8,Hernie adulte y compris cœlioscopie : 92,affections médicales du nouveau né : 668,Symptômes digestifs : 252,Cardiologie autres : 186,Infections respiratoires : 213,Signes et symptômes : 295,Chirurgies majeures orthopédiques (dont hanche et fémur : 180,"Amygdalectomies, VG, drains transT : 204",Hernies : 132,Traumatismes du bassin et des membres : 112,Circoncisions : 82,           1,           0,,,,           3,           1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        37,9","        17,7",           6,"         2,2","         3,6","      633,75","       61,04","      494,78","        6,21","       15,86","       55,86",,,,,
410000202,POLYCLINIQUE DE BLOIS,OQN,TAA,CLI,T3,M2,C3,O2,                                      .c,"        0,26","        1,23",                                      .z,                                      .z,           0,"       112,2","        56,9","        60,9",,"         4,1",,"         3,6",,         100,,"         1,9",,"        18,7",,"         4,2",,"        43,4",,"        12,3",,"       -31,9",,"       -31,7",,"        15,3",,          63,"       1,111","       1,026","       1,032",                                      .z,                                      .z,                                      .z,                                      .z,,,      261088,"       16,32","       36,64","       30,72","       49,26","        34,6",,,          63,"     91018,1","    123864,3","        13,3",,           2,                                      .z,                                      .z,                                      .z,98,,,,,,,,,,,          38,,          11,,          20,         133,          35,          19,,        3664,        6011,         902,        3791,        2666,          72,        5321,           0,       22000,         197,         760,        8345,,        5392,          68,Chirurgie du sein : 101,Cataracte : 1375,Arthroscopie du genou : 275,Hernie enfant : 10,RTU prostate : 253,Hernie adulte y compris cœlioscopie : 280,Endoscopies digestives avec ou sans anesthésie : 2247,Endoscopies digestives thérapeutiques et anesthésie : sé : 961,affections médicales du nouveau né : 745,"Autres affections reins, voies urinaires : 239","Autres Maladies immunitaires, du Sang, des Organes hémat : 170",Cataractes : 1378,"Chirurgies transurétrales, autres : 463","Chirurgies main, poignet : 622",Chirurgies majeures orthopédiques (dont hanche et fémur : 485,Chirurgies appareil génital masculin : 333,,,,,,          10,           1,     3990039,,,    33155348,,    30433844,,      172580,,           0,,       75565,,,,    31806818,,                                      .z,,      646702,,                                      .z,,     1265116,,    19218029,,     2444547,,    -2759602,,    -2776527,,       16923,,           1,"       41,96","        11,8","        15,2",           8,           4,"      338,83","       39,07","      275,23","         0,8","       16,73",           7,,,,,
410004998,CLINIQUE DU SAINT COEUR,OQN,TAA,CLI,T2,M1,C3,O2,                                      .c,"        0,17","        2,17",                                      .z,                                      .z,           0,,"        63,9","        48,3",,"         0,8",,"        -1,4",,,,,,"       101,9",,"         0,6",,"        85,9",,"        21,1",,"         1,6",,"        -6,7",,          30,,          48,"       0,815","       0,972","       0,911",                                      .z,                                      .z,                                      .z,                                      .z,,,,"       16,84","        57,4","       31,89","       50,07","        70,9",,,          53,"    123827,3","    108266,8","        11,4",,           3,                                      .z,                                      .z,                                      .z,82,,,,,,,,,,,,,           7,,,          82,          11,          22,,        1559,        3658,         925,        1260,        1715,         146,           0,           0,           0,           0,         748,        5166,,        2018,          60,Chirurgie du sein : 48,Cataracte : 504,Arthroscopie du genou : 205,Hernie enfant : 6,RTU prostate : 93,Hernie adulte y compris cœlioscopie : 232,Endoscopies digestives thérapeutiques et anesthésie : sé : 867,affections médicales du nouveau né : 730,Endoscopies digestives avec ou sans anesthésie : 317,Symptômes digestifs : 99,"Autres affections reins, voies urinaires : 58",Cataractes : 504,Chirurgies majeures orthopédiques (dont hanche et fémur : 468,"Chirurgies main, poignet : 319","Amygdalectomies, VG, drains transT : 356",Hernies : 297,,,,,,,           1,     1056392,,,    13148622,,    11049872,,      268557,,           0,,      268557,,,,    13046636,,                                      .z,,     -548555,,                                      .z,,     -188695,,     7405260,,     4947104,,     -238492,,       57264,,     -295755,,"      1,0018","       26,05","         5,6","        11,8",           4,"         3,5","      139,43","        23,8","      109,63",,           1,           5,,,,,
420000192,CLINIQUE MEDICALE BUISSONNIERE,DGF,TAA,EBNL,T1,M1,C1,,                                      .c,"        3,38","       51,69",                                      .z,                                      .z,"         3,7","        83,1",,,"         7,1",,"         7,1",,         100,,,,,,"         3,1",,"        59,3",,,,"       -46,1",,          22,,         824,,"       108,6",,"       1,104","       1,297",,"         9,1","         5,9",,"        29,1",,,,,,           0,,,           0,,,,,"        23,2",,,,,"        20,2",80,,,,,,,,,,,          12,,,,,,,,,         283,          11,           0,           2,           0,           0,           0,           0,           0,           0,           0,           0,,          17,          32,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,"Cardiopathies, valvulopathies : 27",Troubles mentaux d'origine organique et retards mentaux : 17,Autres affections rhumatologiques : 11,"Névroses, psychoses et autres troubles mentaux : 11",Infections respiratoires : 35,Traumatismes du bassin et des membres : 7,Intervention  peau et tissu sous-cutané : 1,Trauma crâniens : 1,Pathologies ORL et Stomato autres : 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        1,87","        1,66",,,,"       29,67","         2,9","       23,61",,"        0,64","        2,52",,,,,
420002495,HÔPITAL DU GIER,DGF,TAA,CH,T2,M2,C2,O3,                                      .c,"        1,65","        6,37",                                      .z,                                      .z,"        40,8","        93,4","        73,8","        55,2","         4,6",,"         3,4",,"        41,4",,"        10,2",,"        48,1",,"         4,9",,"        80,6",,"        38,3",,          36,,"        36,3",,"       184,8",,"        47,5",,"       1,048","        1,08","       0,864",          28,           7,"        17,8",          24,,,,"       18,08","       73,24","       23,79","       47,68","        31,2",,           1,          60,"     15900,1","    121307,1","        11,9","         1,3","         4,4",,,"         2,6",83,,,,,,,,,,,         116,,           6,,          10,          56,          11,          25,           0,        6508,        2416,        1270,        1810,         750,         356,         345,           0,           0,         294,        1040,        3048,       19007,        1775,          99,Chirurgie du sein : 50,Cataracte : 0,Arthroscopie du genou : 37,Hernie enfant : 1,RTU prostate : 32,Hernie adulte y compris cœlioscopie : 119,affections médicales du nouveau né : 1010,Endoscopies digestives avec ou sans anesthésie : 465,Endoscopies digestives thérapeutiques et anesthésie : sé : 423,Maladies osseuses et arthropathies : 402,Infections respiratoires : 312,"Chirurgies main, poignet : 242",Cataractes : 0,Chirurgies utérus / annexes : 219,Chirurgies majeures orthopédiques (dont hanche et fémur : 206,Hernies : 218,,,,,,,           1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        59,4","        34,9","         5,9",           7,"         3,2","      888,29","       96,63","       662,3","        5,61","       24,53","       99,22",,,,,
420010050,CLINIQUE MUTUALISTE DE LA LOIRE,DGF,TAA,EBNL,T2,M2,C3,,                                      .c,"        0,24","        3,92",                                      .z,                                      .z,"         2,1","       145,1","        66,5",,"         2,4",,"         2,4",,"        71,2",,"         1,3",,"        27,7",,"         1,1",,"        85,8",,"        77,7",,"       -31,8",,"        19,2",,"       160,2",,          54,,"       0,838","       0,909","       1,143","        23,7","         5,2",          19,"        25,8",,,,,,"       14,18","       22,93",          50,,"         0,2",           0,"     28200,8","    155083,9","        21,1","         2,1",,,,           0,77,,,,,,,,,,,          12,,,,,         159,          10,,,        1458,        6655,           4,        2734,        1100,           0,           0,           0,           0,           3,           0,        7333,        6428,        2741,          55,Chirurgie du sein : 147,Cataracte : 0,Arthroscopie du genou : 1068,Hernie enfant : 0,RTU prostate : 121,Hernie adulte y compris cœlioscopie : 517,Endoscopies digestives avec ou sans anesthésie : 1232,Endoscopies digestives thérapeutiques et anesthésie : sé : 318,"Autres affections reins, voies urinaires : 256",Cathétérismes thérapeutiques vasculaires et coronariens : 197,Autres gastroentérites et maladies diverses du tube dige : 120,Chirurgies majeures orthopédiques (dont hanche et fémur : 1340,"Arthroscopies, Biopsies ostéo-articulaires : 1248",Hernies : 631,"Chirurgies transurétrales, autres : 311",Ligatures veines : 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       38,76","       10,01","        15,5",          10,           1,         361,"       56,65","      244,56",,"        5,84","       53,95",,,,,
420011413,CH PRIVÉ LOIRE,OQN,TAA,CLI,T3,M3,C4,O4,                                      .c,"        0,25","        2,36",                                      .z,                                      .z,"         9,8","        60,7","        73,2","        54,1",,"       -27,4",,"       -42,6",,,,,,"      1056,2",,,,"        77,4",,           5,,"       -20,2",,"       -28,6",,"        62,4",,          89,"         0,9","       1,019","       1,049",                                      .z,                                      .z,                                      .z,                                      .z,,,      221610,"       23,67","       89,69","       39,36","       50,42",          77,,,          79,"     66575,7","     76720,4","        17,4",,"         1,4",                                      .z,                                      .z,                                      .z,72,,,,,,,,,,,          90,           8,          12,           8,           5,         121,          25,          55,           1,        5940,        6526,        2082,        6267,        4235,        1843,        1225,           0,           0,          51,        1728,       10632,        8822,        7025,          79,Chirurgie du sein : 234,Cataracte : 1418,Arthroscopie du genou : 306,Hernie enfant : 10,RTU prostate : 147,Hernie adulte y compris cœlioscopie : 199,Endoscopies digestives avec ou sans anesthésie : 3421,affections médicales du nouveau né : 1801,Endoscopies digestives thérapeutiques et anesthésie : sé : 903,Cathétérismes thérapeutiques vasculaires et coronariens : 231,Symptômes digestifs : 166,Cataractes : 1419,"Arthroscopies, Biopsies ostéo-articulaires : 382","Amygdalectomies, VG, drains transT : 1002",actes ORL et stomato divers : 540,Autres chirurgies ORL : 629,           1,           1,,           1,,          16,           3,     8079031,,,    35084646,,    29455468,,      305067,,           0,,      192758,,,,    40130996,,                                      .z,,   -16005595,,                                      .z,,   -17011919,,    13686097,,     4865520,,    -3146179,,    -2217264,,     -928915,,           1,"        90,4","        28,6","        33,2",          15,           9,"      372,52","       50,66","      304,98",,"        5,38","        11,5",,,,,
420013492,INSTITUT DE CANCEROLOGIE DE LA LOIRE,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        6,56","        8,45",,,           0,,,,"         8,7",,"         7,4",,"        85,2",,"         8,1",,"        91,3",,"         1,9",,          28,,"         8,3",,"        20,8",,"        20,8",,"       444,5",,"        78,3",,"       1,098","       1,719",,"        16,4","         4,9","         8,4","         9,4",,,,,,"       18,18",,,"        10,2",,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,        2133,           9,           0,        1455,           2,           0,       12227,       39389,           0,         646,           0,           2,,          26,          10,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,"Autres Maladies immunitaires, du Sang, des Organes hémat : 303",Chimiothérapie hors séances : 1088,Radiothérapie hors séances : 62,Signes et symptômes : 1257,Douleurs chroniques : 0,"Occlusions, sub-occlusions digestives : 5",Intervention  peau et tissu sous-cutané : 1,Traumatismes du bassin et des membres : 2,Trauma crâniens : 0,"Chirurgies reins, uretères, vessie, glandes surrénales : 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420013831,CH DU FOREZ,DGF,TAA,CH,T3,M2,C2,O2,                                      .c,"        1,02","        5,31",                                      .z,                                      .z,           0,"        73,9","        66,7","        46,5","         9,4",,"         8,9",,"        85,6",,"         0,9",,"        18,5",,"         4,8",,"        76,1",,"        51,7",,"        22,1",,"        53,7",,"        88,2",,"        58,9",,"       1,118","       1,136","       0,973","        25,1","         8,6","        14,3","        19,1",      628817,,      436929,"        18,1","       47,89","        26,7","       38,53","       199,5","         6,7",,          40,"     18324,6","    114392,1","        12,1","         1,6","         3,4",,,"         3,2",91,,,,,,,,,,,         195,           6,,,           7,         100,           3,          30,           0,        8842,        3615,        1232,        3620,        1289,         250,        1377,           0,           0,         390,         956,        3955,       25959,        1990,         116,Chirurgie du sein : 46,Cataracte : 0,Arthroscopie du genou : 150,Hernie enfant : 2,RTU prostate : 13,Hernie adulte y compris cœlioscopie : 195,affections médicales du nouveau né : 920,Endoscopies digestives avec ou sans anesthésie : 547,Endoscopies digestives thérapeutiques et anesthésie : sé : 237,Infections respiratoires : 414,Autres gastroentérites et maladies diverses du tube dige : 411,Chirurgies majeures orthopédiques (dont hanche et fémur : 499,Trauma crâniens : 212,Hernies : 276,"Chirurgies main, poignet : 278",Traumatismes du bassin et des membres : 435,           1,           0,,,,           3,           1,     7797332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       92,67","       52,37","         8,5","         7,2","         5,4","     1030,39","      127,18","      744,71","       18,57","       34,48","      105,45",,,,,
420780033,CH DE ROANNE,DGF,TAA,CH,T3,M3,C3,O4,                                      .c,"        1,67","        9,54",                                      .z,                                      .z,"        28,4",          79,"        77,4","        52,1","        13,6",,"        10,9",,"        73,1",,           5,,"        60,6",,"        23,9",,"        68,6",,"        49,7",,"        28,2",,"        40,8",,"       116,1",,"        55,9",,"       1,082","       1,094","       0,992","        25,9","         8,2","        16,5","        15,3",      780630,,      154011,"       23,75","       69,86","       34,92","       64,25","        98,5","         1,3",,          48,"     15007,4",       65306,"        16,5","         1,8","         3,5",,,"         7,6",72,,,,,,,,,,,         310,           9,,          16,          12,          99,          10,          63,           3,       14333,        4037,        2573,        3628,        2166,         503,        4317,       11751,        9691,         687,        1941,        5446,       23836,        2794,         138,Chirurgie du sein : 22,Cataracte : 258,Arthroscopie du genou : 95,Hernie enfant : 4,RTU prostate : 71,Hernie adulte y compris cœlioscopie : 137,affections médicales du nouveau né : 1906,"Cardiopathies, valvulopathies : 695",Infections respiratoires : 684,AVC : 582,Chimiothérapie hors séances : 762,actes ORL et stomato divers : 354,"Chirurgies main, poignet : 454",Chirurgies majeures orthopédiques (dont hanche et fémur : 320,Cataractes : 257,Greffes peau / parages hors brûlures : 229,           1,           1,,,,          11,           2,    24113658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      146,26","       80,87","       19,47",          10,"        8,92","     1693,67","      199,67","     1180,29","        25,7","       83,37","      204,64",,,,,
