finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
650780158,CH LOURDES,DGF,TAA,CH,T2,M2,C2,O1,                                      .c,"         0,9","       10,73",                                      .z,                                      .z,"        51,5","        77,3","        83,2","        33,6",          75,,           6,           6,           2,          25,           3,          16,,        4272,        1409,         442,        1198,         816,         163,         437,           0,           0,         153,         317,        1740,       15019,         789,         106,           1,,,,,           5,           1,     6047945,,    44236359,,    25060959,,     2197996,,           0,,      387291,,     3297452,,    40749836,,    29686226,,     -249084,,     -389864,,     3373513,,    27832694,,    10608172,,     4961708,,     1216957,,     3744751,,"      1,0152",,Chirurgie du sein : 6,Cataracte : 0,Arthroscopie du genou : 104,Hernie enfant : 0,RTU prostate : 34,Hernie adulte y compris cœlioscopie : 116,Hernies : 152,Trauma crâniens : 70,Chirurgies majeures orthopédiques (dont hanche et fémur : 212,Chirurgie de la cheville ou du pied : 12,Cholécystectomies : 58,Endoscopies digestives avec ou sans anesthésie : 199,Infections respiratoires : 402,Signes et symptômes : 301,Cardiologie autres : 226,Explorations nocturnes et apparentées : 134,,,,,,          53,"        31,1","         6,8",           7,"         2,2","      613,79","       62,52","      419,73",           6,"       27,31","       98,23","         7,9",,"         7,3",,"        62,4",,"         3,1",,          46,,           2,,"        82,1",,"        57,5",,"        10,9",,"        44,4",,"        51,7",,"        53,4",,"       0,814","       0,822","       1,025","        25,1","        10,1","        21,4","        19,8",      495733,,      118144,"        20,5","       74,21","       36,67","       74,01","       123,6",,"         6,6",89,78 ± 4,66% ± 10%,79% ± 10%,19% ± 9%,92 ± 2,,A,,,,          33,"     11674,8","     64791,6",          23,"         0,8","         3,3",,,           0
650780166,CH BAGNERES-DE-BIGORRE,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        0,89","       33,66",                                      .z,                                      .z,"        51,2","        74,7",,,          25,,,,,,,,,         934,         103,           0,          77,           9,           0,           0,           0,           0,           1,           0,           2,        5596,          46,          48,,,,,,,,,,    35068201,,     5137625,,     1104085,,           0,,      856825,,    18344846,,    32092102,,     5608593,,      210328,,      159130,,     2352790,,    24906114,,     5891007,,     5971619,,     3492780,,     2478840,,"      0,9829",,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 34,Intervention  peau et tissu sous-cutané : 16,Trauma crâniens : 30,"Occlusions, sub-occlusions digestives : 16",Pathologies ORL et Stomato autres : 6,Infections respiratoires : 124,"Cardiopathies, valvulopathies : 43",Troubles mentaux d'origine organique et retards mentaux : 76,"Infections reins et voies urinaires, lithiases : 39","Névroses, psychoses et autres troubles mentaux : 59",,,,,,"       25,31","       22,56","         0,2",,"        0,05","       613,6","       48,52","      459,15","        4,66","        9,72","       91,55","         8,5",,"         6,5",,          -7,,"         2,5",,"        25,8",,"         4,3",,"        83,7",,"        60,2",,"        39,7",,"        67,9",,"       119,2",,"        55,2",,"       0,761","       0,784",,          17,"         4,7","        16,9","        26,7",,,,,,"        8,04",,,,"         0,7",92,89 ± 3,80% ± 9%,63% ± 11%,24% ± 9%,N. Conc.,,A,,,,           0,,         525,"        24,7",,,,,           0
650780174,CH LANNEMEZAN,DGF,TAA,CH,T1,M2,C2,O0,                                      .c,"        0,64","        5,91",                                      .z,                                      .z,"        53,1","        79,7","       110,2",,          34,,           8,,,          15,           2,,,        1581,        1243,           4,        1022,         761,         111,           0,           0,           0,          53,           2,        1640,        9246,         534,         101,           1,,,,,           3,           0,,,    76924546,,    14045968,,     2989947,,           0,,      257876,,    42172397,,    74380358,,    16975400,,       61181,,       14848,,     2570067,,    43795164,,    12296490,,     1041599,,     1590403,,     -548805,,"      1,0199",,Chirurgie du sein : 1,Cataracte : 0,Arthroscopie du genou : 77,Hernie enfant : 1,RTU prostate : 18,Hernie adulte y compris cœlioscopie : 94,Cataractes : 0,"Chirurgies main, poignet : 208",Chirurgies majeures orthopédiques (dont hanche et fémur : 126,"Arthroscopies, Biopsies ostéo-articulaires : 151",Chirurgie de la cheville ou du pied : 97,Infections respiratoires : 190,Explorations et surveillance pour maladies et troubles m : 0,Troubles mentaux d'origine organique et retards mentaux : 45,Endoscopies digestives avec ou sans anesthésie : 95,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 23",,,,,,"       59,35","        22,9","         1,4","         3,5","        1,35","     1250,68","      110,44","      905,71","       51,31","       18,55","      164,67","         3,3",,"         3,1",,"        23,5",,"         4,8",,"        33,3",,"         9,2",,"        83,7",,"        52,4",,"         7,8",,"         5,1",,"       201,7",,"        58,2",,"       1,003","       0,933","       1,033","        18,6","         8,1","        18,5","        18,5",,,      176171,           0,           0,"       37,97","       51,35",         173,,"         1,7",86,87 ± 2,50% ± 11%,74% ± 10%,49% ± 11%,82 ± 2,,A,,,,           0,       14556,"    289132,9","        10,7","         1,4","         2,9",,,"         1,1"
650780679,POLYCLINIQUE DE L ORMEAU,OQN,TAA,CLI,T2,M2,C2,O2,                                      .c,"        0,35","        2,64",                                      .z,                                      .z,"         2,7","        89,4","        54,1","        60,8",          77,           8,           8,,           7,          38,           6,          23,,        5610,        2242,        1079,        2523,        3000,         240,        5749,           0,           0,          10,         895,        4515,        9420,        2305,          54,,,,,,,           1,     6581728,,,,,    24350099,,      727650,,           0,,      360000,,          11,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"       1,005",Chirurgie du sein : 226,Cataracte : 1697,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 1,actes ORL et stomato divers : 952,Chirurgies utérus / annexes : 419,Stimulateurs / défibrillateurs cardiaques : 236,Chirurgie pour tumeurs malignes sein : 205,Autres chirurgies gynécologiques autres que le sein : 164,affections médicales du nouveau né : 899,Endoscopies digestives avec ou sans anesthésie : 869,Cathéthérismes diagnostiques vasculaires et coronariens : 655,Soins palliatifs : 437,Cathétérismes thérapeutiques vasculaires et coronariens : 454,,,,,,"       58,94","        25,1","         8,4",           9,           5,"      304,36","       37,06","      246,83",           3,"        4,23","       13,24",,,,,,,,,,,,,,,,,,,,,,,,,"       0,876","       1,046","       1,035",                                      .z,                                      .z,                                      .z,                                      .z,,,,          20,"       80,73","       57,19","       67,43","       228,2",,"         1,7",84,86 ± 3,69% ± 10%,93% ± 6%,79% ± 9%,87 ± 3,,A,,,,          60,"     23539,7","    118260,7","        23,3","         0,5",           2,                                      .z,                                      .z,                                      .z
650783160,CH DE BIGORRE,DGF,TAA,CH,T3,M3,C3,O3,                                      .c,"        1,25","        5,42",                                      .z,                                      .z,          47,"        68,1","       114,1","        60,5",         218,          13,,          12,           6,          57,           8,          26,           2,       11330,        4056,        1215,        5295,        2352,         490,        1300,           0,        8601,        1257,         919,        5563,       19732,        2542,         124,           1,           1,,           1,,           8,           2,    27877973,,   127722239,,    78009039,,    14681501,,      491809,,     6660978,,     6339753,,   118325747,,    92244152,,    -1892189,,    -2538551,,     7650363,,    92771192,,    56053968,,    10128509,,     5903142,,     4225367,,"      1,0109",,Chirurgie du sein : 44,Cataracte : 1384,Arthroscopie du genou : 38,Hernie enfant : 7,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 174,Cataractes : 1395,Chirurgies majeures orthopédiques (dont hanche et fémur : 364,Trauma crâniens : 364,Hernies : 237,Chirurgie du membre supérieur (hors prothèses) : 229,affections médicales du nouveau né : 967,Endoscopies digestives avec ou sans anesthésie : 821,Infections respiratoires : 412,Signes et symptômes : 1346,AVC : 505,,,,,,"      137,52","        87,1",          18,           9,"         4,7","     1664,75","      203,58","     1158,48","       12,89","        90,6","       199,2","         7,4",,"         5,8",,"        10,6",,"         7,3",,"        72,4",,"         2,3",,"        84,5",,"        52,4",,"        18,2",,"        31,2",,"       131,9",,"        70,9",,"       1,017","       1,057","       1,003","        23,9","         8,5","        22,2","        18,2",      974754,,      209647,"       23,39","       60,37","        36,7","       74,01","       133,6",,"         5,7",99,78 ± 4,66% ± 10%,53% ± 11%,39% ± 11%,75 ± 4,,C,A,B,C,          42,"     13270,8","     72850,1","        18,8","         2,1","         3,7",,,           0
660006305,LA CLINIQUE MUTUALISTE CATALANE,OQN,TAA,CLI,T3,M2,C3,,                                      .c,"        0,08","        0,82",                                      .z,                                      .z,           0,"       106,2","        36,9",,          10,,           8,,,         122,          21,,,        1422,        4056,           1,        3792,        6401,           0,           0,           0,           0,           0,           0,        9908,,        4230,          36,           1,,,,,          12,,,,,,,    14841702,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"       0,995",Chirurgie du sein : 16,Cataracte : 3350,Arthroscopie du genou : 577,Hernie enfant : 3,RTU prostate : 32,Hernie adulte y compris cœlioscopie : 325,Cataractes : 3351,"Chirurgies main, poignet : 1559",Chirurgies majeures orthopédiques (dont hanche et fémur : 634,"Arthroscopies, Biopsies ostéo-articulaires : 673",Hernies : 378,Endoscopies digestives avec ou sans anesthésie : 2406,Endoscopies digestives thérapeutiques et anesthésie : sé : 742,Symptômes digestifs : 205,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 366","Autres Maladies immunitaires, du Sang, des Organes hémat : 69",,,,,,"       50,51","        14,2","        23,8",          11,,"       181,1","       27,38","      140,51",,"       10,21",           3,,,,,,,,,,,,,,,,,,,,,,,,,"       0,871","       0,879","       0,618",                                      .z,                                      .z,                                      .z,                                      .z,,,      262121,,,"       61,21",          81,"       138,5",,"         5,7",87,69 ± 4,18% ± 8%,85% ± 8%,16% ± 8%,64 ± 4,,A,,,,,"     81351,1","     94562,5","        26,8",,,                                      .z,                                      .z,                                      .z
660009689,GCS POLE SANITAIRE CERDAN,DGF,TAA,EBNL,T1,M1,C0,,                                      .c,"        1,75","       27,07",                                      .z,                                      .z,           0,,,,,,,,,,,,,         416,          27,           0,          14,           1,           0,           0,           0,           0,           8,           0,           0,,           1,          37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 12,Intervention  peau et tissu sous-cutané : 1,Trauma crâniens : 0,,,Signes et symptômes : 40,Soins palliatifs : 44,"Névroses, psychoses et autres troubles mentaux : 46",Infections respiratoires : 38,Troubles mentaux d'origine organique et retards mentaux : 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       1,037","       1,018",,,,,,,,,,,"        3,57",,,,"         5,7",85,59 ± 4,51% ± 11%,83% ± 8%,10% ± 7%,N. Conc.,,A,,,,,,,,,,,,
660780180,CH PERPIGNAN,DGF,TAA,CH,T4,M4,C3,O4,                                      .c,"        2,97","       11,35",                                      .z,                                      .z,"        50,9","        70,7","        94,2","        87,3",         495,          30,          22,          29,          30,         131,          25,          32,           4,       22129,        6148,        2044,        6645,        2696,        1930,        6777,           0,       13272,        1833,        1499,        6961,       50669,        3366,         159,           2,           1,           1,           1,,,           3,    37377553,,   223463222,,   161198248,,    25227656,,      262711,,    13433924,,     4052254,,   210716445,,   183395727,,    -1766835,,    -1784044,,     9857908,,   279459851,,   112940169,,     6735095,,    13392722,,    -6657627,,"      0,9931",,Chirurgie du sein : 204,Cataracte : 378,Arthroscopie du genou : 83,Hernie enfant : 5,RTU prostate : 58,Hernie adulte y compris cœlioscopie : 100,actes ORL et stomato divers : 908,Cataractes : 381,Trauma crâniens : 616,Chirurgies majeures orthopédiques (dont hanche et fémur : 379,Traumatismes du bassin et des membres : 356,affections médicales du nouveau né : 1630,AVC : 1336,Infections respiratoires : 1048,Cathétérismes thérapeutiques vasculaires et coronariens : 686,Toxicomanies et alcoolisme : 562,,,,,,"      241,36","      120,57","        37,5",          16,"         8,7","     2810,75","       382,2","     1889,15",          16,"       159,2","       364,2","         5,7",,"         4,2",,"        14,8",,"        11,5",,"        56,3",,"        13,1",,"        71,8",,"        18,3",,"        23,2",,"        11,7",,"       117,7",,"        61,6",,"       0,935","       1,087","       0,989","        25,6","         4,7","        17,8","        17,1",      948669,,,"       22,95","       77,84","       30,48","       66,98",          49,,           5,68,73 ± 5,66% ± 10%,83% ± 8%,70% ± 10%,59 ± 4,,A,,,,          33,"     11580,7","     47161,4","        20,9","         2,4","         4,3",,,"         0,1"
660780628,CLINIQUE DU VALLESPIR,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,29","        9,26",                                      .z,                                      .z,           0,"        76,5","        38,6",,          24,,,,,          33,           4,,,        1237,         861,           2,         902,        1102,           0,           0,           0,           0,           0,           0,        1677,,         911,          69,           1,,,,,           3,,,,,     5035374,,     4550730,,      432500,,           0,,      282500,,,,     5305920,,                                      .z,,      123596,,                                      .z,,      269645,,     2386636,,      638379,,      381911,,     -321928,,      703840,,           1,Chirurgie du sein : 1,Cataracte : 566,Arthroscopie du genou : 48,Hernie enfant : 2,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 57,Cataractes : 566,Greffes peau / parages hors brûlures : 266,Chirurgies majeures orthopédiques (dont hanche et fémur : 126,Chirurgie du membre supérieur (hors prothèses) : 76,Hernies : 74,Endoscopies digestives avec ou sans anesthésie : 436,Endoscopies digestives thérapeutiques et anesthésie : sé : 263,Infections respiratoires : 99,Signes et symptômes : 78,Symptômes digestifs : 58,,,,,,"        13,3","         4,6","         4,6",           2,,"       63,55",           9,"       47,58","         0,2","        0,77",           6,,"        -5,4",,"         4,6",,         100,,"         2,4",,"        48,3",,,,"        61,1",,,,"       -22,1",,"        26,3",,"        42,4",,"        95,8","       0,746","        0,95","       1,143",                                      .z,                                      .z,                                      .z,                                      .z,,,      150937,,,"       56,14","       75,33","       125,2",,,78,81 ± 3,83% ± 8%,95% ± 5%,96% ± 4%,87 ± 3,,,,,,,"     37599,7","     73915,4","         7,9","         0,5",,                                      .z,                                      .z,                                      .z
660780669,CLINIQUE NOTRE DAME D ESPERANCE,OQN,TAA,CLI,T2,M1,C2,O3,                                      .c,"        0,02","        0,62",                                      .z,                                      .z,           0,,"        41,6","        60,4",,,,,,          30,           4,          48,,        2014,        1162,        2216,         948,        1542,         444,           0,           0,           0,           0,        1903,        2868,,         873,          17,,,,,,           8,           1,     1185584,,,,,     7611985,,       76469,,           0,,        7796,,         230,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      0,9942",Chirurgie du sein : 16,Cataracte : 301,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 86,actes ORL et stomato divers : 402,Greffes peau / parages hors brûlures : 381,Cataractes : 301,Chirurgie esthétique et de confort : 477,Chirurgies rachis/moelle : 270,affections médicales du nouveau né : 1876,Endoscopies digestives avec ou sans anesthésie : 675,Endoscopies digestives thérapeutiques et anesthésie : sé : 133,"Troubles métaboliques, nutritionnels et obésité : 12",Transferts précoces de nouveau nés : 29,,,,,,"        26,3","         7,2","         7,1",           4,           7,"      127,98","       12,16","      107,82",,           2,           6,,,,,,,,,,,,,,,,,,,,,,,,,"       0,786","       0,862","       1,023",                                      .z,                                      .z,                                      .z,                                      .z,,,      126113,"       18,08","       75,95","       52,44","       82,71","       189,5",,,93,80 ± 3,61% ± 11%,96% ± 4%,60% ± 11%,88 ± 3,,A,,,,          63,"     54408,6","    103783,5","        17,6","         0,3","         3,3",                                      .z,                                      .z,                                      .z
660780776,CLINIQUE SAINT MICHEL,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,22","        4,06",                                      .z,                                      .z,"        49,7","       135,2","        36,4",,          10,,,,,          45,           4,,,        1575,        1292,           3,        1614,         994,           9,           0,           0,           0,           0,           0,        1974,        5816,        1306,          69,           1,,,,,           3,,     1604977,,,     6603424,,     6298860,,      568000,,           0,,      557000,,,,     5718464,,                                      .z,,      262157,,                                      .z,,      754766,,     7793476,,     2762408,,     1863863,,     -477219,,     2341080,,"      1,0176",Chirurgie du sein : 19,Cataracte : 384,Arthroscopie du genou : 70,Hernie enfant : 4,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 99,Cataractes : 387,Chirurgies majeures orthopédiques (dont hanche et fémur : 220,Greffes peau / parages hors brûlures : 174,Chirurgie du membre supérieur (hors prothèses) : 87,Hernies : 114,Endoscopies digestives avec ou sans anesthésie : 534,Endoscopies digestives thérapeutiques et anesthésie : sé : 383,Cardiologie autres : 290,Autres gastroentérites et maladies diverses du tube dige : 154,Symptômes digestifs : 193,,,,,,"       18,87","         7,2","         4,9",           2,,          95,          15,"        70,7",,           1,"         8,3",,"        13,4",,"        11,2",,"        67,4",,"         3,7",,"        44,5",,"        21,3",,"        83,1",,"        69,2",,"       -30,5",,         119,,"        46,3",,         114,"       0,704","       0,876","       0,819",                                      .z,                                      .z,                                      .z,                                      .z,     1604977,,      223234,,,"       43,48",          69,         113,,,81,84 ± 3,69% ± 10%,84% ± 8%,78% ± 9%,98 ± 1,,,,,,,       58444,"    100891,6","        27,9","         0,5",,                                      .z,                                      .z,                                      .z
660780784,CLINIQUE SAINT PIERRE,OQN,TAA,CLI,T3,M3,C3,O3,                                      .c,"        1,98","        3,17",                                      .z,                                      .z,"        24,1","       142,4","        62,5","        65,5",          48,           8,          11,          16,          15,         140,          18,          34,,        7017,        5920,        1749,        6224,        2659,         253,        8080,           0,           0,        6399,        1468,        8404,       18786,        6546,          77,           3,           1,,           2,,          11,           1,     8169640,,,    49388468,,    51518823,,      348124,,       20022,,       11171,,           0,,    54995351,,                                      .z,,     2018459,,                                      .z,,     2481919,,    22239315,,      919224,,     4694416,,    -1488844,,     6183258,,"      1,0048",Chirurgie du sein : 216,Cataracte : 0,Arthroscopie du genou : 179,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 396,Hernies : 487,Chirurgies utérus / annexes : 500,Autres chirurgies gynécologiques autres que le sein : 479,Chirurgies majeures orthopédiques (dont hanche et fémur : 373,Mise en place d'accès vasculaire : 405,Endoscopies digestives avec ou sans anesthésie : 3215,Cathétérismes thérapeutiques vasculaires et coronariens : 1500,affections médicales du nouveau né : 1444,Endoscopies digestives thérapeutiques et anesthésie : sé : 1319,Cathéthérismes diagnostiques vasculaires et coronariens : 1237,,,,,,         103,"        61,8","        18,2",          11,           7,"       521,5","        63,8","       428,9",,"         7,3","        21,5",,"       -11,4",,"         4,1",,"        86,5",,"         0,4",,"         8,6",,"         2,7",,"        81,1",,"        56,9",,"        -9,9",,"        31,2",,"        53,5",,"        70,2","       0,884","       0,874","       1,019",                                      .z,                                      .z,                                      .z,                                      .z,,,      319818,"       16,42","       76,94","       30,99","        36,7","        67,2",,,77,57 ± 3,24% ± 9%,96% ± 4%,89% ± 7%,95 ± 3,,A,,,,          61,       81127,"    144263,7",          22,,"         2,5",                                      .z,                                      .z,                                      .z
660790387,POLYCLINIQUE SAINT ROCH,OQN,TAA,CLI,T3,M2,C4,,                                      .c,"        0,53","        5,52",                                      .z,                                      .z,"        33,8","       107,7","       101,7",,          79,,,,           2,         131,          20,,,        5095,        6937,          16,        4136,        6304,           0,           0,           0,           0,         147,           0,       12364,       27541,        5874,          82,,,,,,,,,,,,,    27683176,,       15000,,           0,,           0,,      228725,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 9,Cataracte : 2575,Arthroscopie du genou : 406,Hernie enfant : 56,RTU prostate : 311,Hernie adulte y compris cœlioscopie : 269,Cataractes : 2547,"Chirurgies transurétrales, autres : 1194",Chirurgies majeures orthopédiques (dont hanche et fémur : 779,"Arthroscopies, Biopsies ostéo-articulaires : 604",Chirurgies appareil génital masculin : 474,Endoscopies digestives avec ou sans anesthésie : 1587,Suivi thérap.d'affections connues : 101,Diabète : 574,"Autres affections reins, voies urinaires : 624",Endoscopies digestives thérapeutiques et anesthésie : sé : 445,,,,,,"        52,3","        23,8","        16,3",           8,,"      369,44","       59,58","      301,86",           1,,           7,,,,,,,,,,,,,,,,,,,,,,,,,"       0,917","       0,875","       0,877",                                      .z,                                      .z,                                      .z,                                      .z,,,,,,"       47,17","        81,6","       148,2",,,85,58 ± 3,24% ± 9%,90% ± 7%,85% ± 8%,81 ± 3,,A,,,,,"     92448,8","    163751,3","        21,7","         0,4",,                                      .z,                                      .z,                                      .z
670000033,CRLCC PAUL STRAUSS DE STRASBOURG,DGF,TAA,CLCC,T1,M2,C1,,                                      .c,"        0,34","        6,67","        0,27","        0,91",           0,"        73,1","        45,7",,          65,,           7,,          32,          46,,,,        2863,        1355,           0,        1320,         568,           0,       11410,       42379,           0,         295,           0,        1319,,          69,          30,           1,           0,           0,,,           3,,     2925496,,    54637104,,    49047103,,     8680041,,     3673681,,     2683956,,,,,,,,       86459,,       86459,,     4073247,,    52512416,,     5161349,,    15349857,,     -649892,,    15999750,,           1,,Chirurgie du sein : 200,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 2,Chirurgie de la thyroide : 710,Mise en place d'accès vasculaire : 549,Chirurgie pour tumeurs malignes sein : 330,"Occlusions, sub-occlusions digestives : 50",Chirurgie pour tumeurs malignes (app génital fem) : 83,Chimiothérapie hors séances : 1588,"Autres Maladies immunitaires, du Sang, des Organes hémat : 277",Soins palliatifs : 146,Radiothérapie hors séances : 214,Explorations et surveillance pour affections de l'appare : 29,,,,,,"       50,75","       33,47",           5,"         3,3",,"      481,18","      124,96","      203,82",           4,"       97,82","       50,58","         7,7",,"         7,3",,"        81,5",,"         1,3",,"        13,4",,"         6,8",,"        76,4",,"        57,7",,"        -4,7",,"       111,1",,"       234,3",,"        63,4",,"       1,004","       1,167",,"        14,6","         2,5","        14,5","        20,5",      225038,,      213736,,,"       29,54",           0,,"         3,9",,99,72 ± 4,51% ± 11%,99% ± 2%,99% ± 2%,94 ± 2,,A,,,,,"     19662,6",       92186,"        10,9","         1,8",,,,           0
670000082,CLINIQUE ADASSA DE STRASBOURG,DGF,TAA,EBNL,T2,M2,C3,O3,                                      .c,"        0,17","        2,04",                                      .z,                                      .z,           0,"        61,1","        61,4","        66,5",          45,,           4,,           5,          48,          29,          31,,        3138,        2802,        1620,        2931,        3014,         368,           0,           0,           0,         231,        1457,        6470,,        4110,          45,,,,,,           6,           1,,,    28075623,,    25226419,,     1999359,,         212,,     1511851,,,,,,,,      678684,,      678684,,     2965708,,    16856858,,     6684666,,     1273339,,      754250,,      519089,,"      0,9881",,Chirurgie du sein : 103,Cataracte : 808,Arthroscopie du genou : 0,Hernie enfant : 10,RTU prostate : 184,Hernie adulte y compris cœlioscopie : 291,Cataractes : 818,Circoncisions : 608,"Chirurgies transurétrales, autres : 269",Chirurgies utérus / annexes : 451,Autres chirurgies gynécologiques autres que le sein : 340,Endoscopies digestives avec ou sans anesthésie : 1679,affections médicales du nouveau né : 1452,Endoscopies digestives thérapeutiques et anesthésie : sé : 685,"Endoscopies génito-urinaires, avec ou sans anesthésie : 321",Autres gastroentérites et maladies diverses du tube dige : 321,,,,,,"        71,7","       26,93","        16,2","        6,22",          20,"      227,92","       36,44","      170,39","         0,4","       12,78","        7,91","        10,2",,"        10,3",,"        55,4",,"         2,3",,"        59,3",,"         3,9",,"        76,7",,          66,,"        10,9",,"        18,4",,"       161,9",,"        80,4",,"       0,871","       0,808","       0,977",          23,"         1,1","        16,1","        22,5",,,      307431,"       21,41","       61,75","       50,99","       64,28","        49,3","        11,1",,91,63 ± 5,26% ± 10%,80% ± 9%,81% ± 9%,70 ± 4,,A,,,,          37,"     38703,7","     82637,4","        17,4","         1,1",           1,,,           0
670000215,HÔPITAL MAISON DE RETRAITE LE NEUENBERG,DGF,TAA,EBNL,T1,M1,C0,,                                      .c,"        2,67","       32,35",                                      .z,                                      .z,           0,          75,,,          35,,,,,,,,,         679,          24,           0,           7,           1,           0,           0,           0,           0,           1,           0,           0,,          25,          36,,,,,,,,,,    16577230,,     3241842,,      459235,,           0,,       81617,,     4345184,,    15916117,,     4954030,,       71771,,      227637,,     1008797,,    27139782,,     9426762,,      650252,,      665128,,      -14876,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,"Occlusions, sub-occlusions digestives : 7",Trauma crâniens : 1,Traumatismes du bassin et des membres : 10,Ostéomyélites aigües (y compris vertébrales) et arthrite : 1,Intervention  peau et tissu sous-cutané : 0,Signes et symptômes : 114,Infections respiratoires : 100,"Cardiopathies, valvulopathies : 51","Autres Maladies immunitaires, du Sang, des Organes hémat : 13",Autres affections du système nerveux : 26,,,,,,"       13,05","       12,29",,,,"       148,1","       19,34","      109,59","         0,8","        6,57","        11,8",           4,,"         5,8",,"        50,5",,"         9,3",,          39,,"         0,9",,"        47,4",,"        15,6",,"        15,3",,"        14,9",,"       136,2",,          40,,"       1,472","        1,28",,"        39,1","        14,9","        14,5","        28,9",,,,,,           4,,,,"        -0,2",90,73 ± 3,59% ± 11%,89% ± 7%,91% ± 6%,N. Conc.,,A,,,,           0,,,"        15,8",,,,,           0
